,Symbol,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
2576,GO,-0.22,0.03,1.02,10.16,0.98,4.9,0.08
2577,GOEV,,0,-1.56,2.2,0.21,6.83,0.3
2578,GOGL,1.82,0.24,1.87,8.98,0.34,0.54,0.01
2579,GOGO,1.08,-0.52,0.54,-5.26,0.66,4.42,0.23
2580,GPRO,1.22,0.05,0.87,1.55,0.77,8.72,0.15
2581,GRAY,,0,-1.44,3.7,0.63,3.67,0.06
2582,GRFS,,,,,,,
2583,GRMN,1.04,0.23,6.22,30.44,0.55,2.8,0.01
2584,GSBC,,,,,,,
2585,GSHD,0.55,0.05,1.06,0.18,0.99,7.47,0.05
2586,GT,2.05,0.01,2.28,14.98,0.85,1.9,0.03
2587,GTX,,,,,,,
2588,HAFC,,,,,,,
2589,HALL,,,,,,,
2590,HAYN,,,,,,,
2591,HBCP,,,,,,,
2592,HBMD,,,,,,,
2593,HBT,,,,,,,
2594,HCSG,0.43,0.04,0.96,6.41,1.13,5.18,0.12
2595,HDSN,,,,,,,
2596,HELE,,0.12,12.2,52.07,1.1,22.66,0.11
2597,HEPS,,-0.14,-4.75,,0.11,1.36,
2598,HEXO,2.15,-1.91,,4.28,0.15,4.29,
2599,HFWA,,,,,,,
2600,HLBZ,,0,-0.83,-1.6,0.05,0.03,
2601,HLIO,,,,,,,
2602,HLIT,0.86,-0.0,0.45,2.63,0.92,14.31,0.14
2603,HLNE,,,,,,,
2604,HMPT,,,,,,,
2605,HMST,,,,,,,
2606,HONE,,,,,,,
2607,HOOD,,-1.84,-0.13,8.63,0.39,4.58,0.04
2608,HSIC,0.82,0.05,4.53,24.04,0.97,5.68,0.03
2609,HSII,,,,,,,
2610,HST,,,,,,,
2611,HSTM,,,,,,,
2612,HTLD,,,,,,,
2613,HTLF,,,,,,,
2614,HWKN,,,,,,,
2615,IART,,,,,,,
2616,IBCP,,,,,,,
2617,ICBK,,,,,,,
2618,ICPT,1.43,-0.5,-4.83,-6.12,0.69,10.51,0.4
2619,IFRX,0.44,0,-1.44,2.8,0.26,1.27,0.01
2620,IGIC,,,,,,,
2621,ILMN,0.95,0.19,4.71,35.24,0.92,1.9,0.01
2622,ILPT,,,,,,,
2623,IMAC,,,,,,,
2624,IMGN,1.32,-0.41,-0.85,0.34,0.88,12.8,0.1
2625,IMMR,1.82,0.5,0.84,3.59,0.59,3.66,0.04
2626,IMRA,,,,,,,
2627,IMV,,,,,,,
2628,INCY,0.8,0.12,4.38,13.32,0.9,2.65,0.03
2629,INDP,,0,-2.52,-1.81,0.06,0,
2630,INO,0.7,0,-0.73,2.42,0.36,14.07,0.22
2631,INSG,1.7,-0.16,-0.13,-0.09,0.6,13.18,0.16
2632,IONS,1.13,-0.81,-1.73,4.13,0.89,7.18,0.06
2633,IOSP,,,,,,,
2634,IPAR,,,,,,,
2635,IQ,0.82,-0.18,-0.79,10.08,0.72,8.69,
2636,IRDM,1.13,-0.02,0.13,10.0,0.84,6.6,0.07
2637,IRTC,1.26,-0.19,-3.47,10.43,1.02,1.75,0.04
2638,IRWD,,,,,,,
2639,ISBC,,,,,,,
2640,ISRG,1.07,0.31,5.54,31.95,2.52,2.03,0.01
2641,ITMR,,,,,,,
2642,IVA,,,,,,,
2643,JBHT,1.03,0.06,8.19,27.83,0.76,2.39,0.02
2644,JJSF,,,,,,,
2645,JKHY,0.6,0.18,5.08,17.83,0.93,5.47,0.04
2646,JNCE,0.98,-0.22,-2.01,5.44,0.79,2.93,0.04
2647,KALU,1.35,-0.01,7.25,45.45,1.04,3.55,0.03
2648,KDMN,1.24,0,-0.63,-0.07,1.01,1.74,0.14
2649,KFRC,,,,,,,
2650,KHC,,0.09,2.63,40.89,0.8,5.35,0.04
2651,KLDO,-0.2,0,-2.26,1.18,0.82,22.83,0.13
2652,KMPH,3.21,-0.42,-0.12,3.74,0.29,9.62,0.1
2653,KNSL,0.85,0.22,5.42,27.61,0.84,6.64,0.03
2654,KOD,1.37,0,-6.01,15.24,0.9,14.05,0.16
2655,KOPN,2.2,-0.17,-0.11,0.46,0.27,5.16,0.06
2656,KOR,,,,,,,
2657,KPTI,0.19,-2.03,-2.05,-1.1,0.82,10.95,0.19
2658,KTOS,0.82,0.1,0.53,7.56,0.88,4,0.02
2659,KVHI,,,,,,,
2660,LAMR,,,,,,,
2661,LANC,,,,,,,
2662,LAND,0.63,0.03,-0.24,15.72,0.4,1.78,0.02
2663,LAWS,1.03,0.02,2.82,14.42,0.87,5.21,0.01
2664,LAZR,,0,-0.34,1.6,0.35,9.65,0.11
2665,LBTYA,,,,,,,
2666,LE,,,,,,,
2667,LECO,,,,,,,
2668,LEVL,,,,,,,
2669,LIQT,,,,,,,
2670,LLNW,0.54,-0.24,0,1.03,0.54,4.48,0.05
2671,LMAT,,,,,,,
2672,LMST,,,,,,,
2673,LNT,,,,,,,
2674,LOB,1.34,0.42,2.72,15.89,0.59,8.16,0.07
2675,LOCO,1.54,0.06,0.95,7.98,0.9,19.49,0.08
2676,LOGI,0.67,0.16,4.78,13.41,0.72,12.66,0.07
2677,LOOP,0.84,0,-0.72,1.46,0.13,18.26,0.08
2678,LOTZ,,-0.16,-0.6,1.99,0.44,3.8,0.1
2679,LQDT,1.18,0.1,0.64,3.44,0.71,8.74,0.07
2680,LSEA,,,,,,,
2681,LTRN,,,,,,,
2682,LUNA,,,,,,,
2683,LXRX,1.45,5.37,-0.26,0.95,0.84,4.07,0.05
2684,LZ,,-0.05,0.22,-4.35,0.43,5.39,0.03
2685,MANT,,,,,,,
2686,MAR,1.76,0.15,5.21,2.44,0.6,2.25,0.02
2687,MAXN,,-0.23,-2.81,10.99,0.4,4.02,0.1
2688,MBII,0.19,-0.41,-0.05,0.2,0.87,3.22,0.03
2689,MBWM,,,,,,,
2690,MCFE,,-0.03,1.23,-56.57,0.91,1.27,0.04
2691,MCFT,,,,,,,
2692,MDRX,,,,,,,
2693,MDWT,,,,,,,
2694,MEDP,1.3,0.17,5.43,25.12,0.79,5.68,0.04
2695,MEOH,2.26,0.03,2.92,18.55,0.81,2.78,
2696,MERC,,,,,,,
2697,MESO,2.45,0,0.32,4.49,0.03,10.91,
2698,METC,0.88,0.02,2.06,4.2,0.65,0.98,0.03
2699,MF,,,,,,,
2700,MIME,1.42,0.07,1.47,6.22,0.87,4.94,0.04
2701,MKTX,0.41,0.41,8.08,26.89,0.97,4.51,0.03
2702,MLAB,,,,,,,
2703,MLCO,1.84,-0.52,-0.31,1.46,0.41,1.06,
2704,MMMB,,,,,,,
2705,MOFG,,,,,,,
2706,MRAC,,,,,,,
2707,MRCC,,,,,,,
2708,MRCY,,,,,,,
2709,MRNA,1.49,0.5,26.55,16.64,0.57,1.03,0.05
2710,MRTN,,0.09,1.1,7.6,0.7,4.36,0.05
2711,MRTX,1.38,0,-12.83,21.88,1.04,7,0.1
2712,MSBI,,,,,,,
2713,MSEX,,,,,,,
2714,MSTR,1.51,-0.83,6.16,7.94,0.9,3.3,0.28
2715,MYRG,,,,,,,
2716,NBRV,1.69,0,-0.67,1.39,0.09,1.44,0.02
2717,NBTB,,,,,,,
2718,NCMI,1.57,-2.19,0.21,-6.41,0.71,3.73,0.06
2719,NDSN,,,,,,,
2720,NEOG,,,,,,,
2721,NEPT,1.9,0,-0.14,0.77,0.14,3.51,0.03
2722,NERV,1.07,0,-0.98,0.85,0.64,3.75,0.08
2723,NEXT,0.09,0,-1.54,0.3,0.82,0.97,0.02
2724,NFE,1.61,-0.12,1.99,8.53,0.43,4.54,0.07
2725,NIU,0.8,0.07,1.04,14.35,0.38,3.73,
2726,NKLA,,0,-0.92,2.13,0.24,6.33,0.18
2727,NKTR,1.32,0,-2.18,4.92,0.92,16.73,0.18
2728,NNBR,3.21,0.33,0.38,5.4,0.87,6.5,0.03
2729,NOTV,2.0,-0.07,0.67,5.6,0.48,6.02,0.12
2730,NTGR,0.62,0.06,3.05,23.39,1.0,15.63,0.17
2731,NTRS,,,,,,,
2732,NUAN,1.21,-0.03,0.85,5.26,0.89,11.63,0.12
2733,NUVA,,,,,,,
2734,NVCR,,-0.05,-0.09,3.98,0.77,13.37,0.05
2735,NWL,0.97,0.07,1.87,9.37,0.89,4.53,0.04
2736,NXGN,1.15,0.02,1.01,6.51,0.8,4.73,0.04
2737,NXTC,-0.37,0,-2.66,9.55,0.64,2.28,0.03
2738,NYMT,1.92,0.81,0.49,4.79,0.55,1.9,0.01
2739,OCGN,4.3,0,0.41,0.59,0.29,2.74,0.29
2740,ODFL,0.97,0.19,10.03,29.63,0.73,3.03,0.02
2741,OFS,,,,,,,
2742,OGI,1.21,-1.92,,1.69,0.18,3.02,
2743,OLLI,1.26,0.11,3.07,21.44,1.16,8.78,0.2
2744,OMAB,,,,,,,
2745,OMQS,,,,,,,
2746,ONB,,,,,,,
2747,ONTX,1.82,0,-1.2,2.09,0.23,0.19,0.04
2748,ORGN,,0,-0.29,1.99,0.26,3.93,
2749,ORRF,,,,,,,
2750,OSUR,-0.28,0.02,0.26,5.62,0.92,3.79,0.06
2751,OTRK,2.15,-0.17,-2.04,3.16,0.31,7.78,0.28
2752,OVID,1.77,0.55,-0.83,3.05,0.5,3.63,0.02
2753,OZK,,0.48,3.64,35.35,0.86,4.08,0.02
2754,PACB,1.15,-0.73,-1.04,1.3,0.86,8.34,0.09
2755,PAE,,0.01,0.63,0.89,0.9,6.58,0.04
2756,PAX,,,,,,,
2757,PAYX,0.89,0.29,3.7,8.44,0.72,5.56,0.03
2758,PCAR,0.98,0.08,6.76,32.63,0.65,2.14,0.02
2759,PCH,,0.34,2.9,24.74,0.87,1.92,0.02
2760,PDCO,,,,,,,
2761,PEBO,,,,,,,
2762,PENN,2.54,0.09,2.85,18.77,0.8,3.66,0.14
2763,PEP,0.62,0.11,6.73,11.48,0.73,2.55,0.01
2764,PFBC,,,,,,,
2765,PFC,,,,,,,
2766,PFG,,0.12,7.02,60.39,0.74,3.43,0.02
2767,PFHD,,,,,,,
2768,PFIE,1.31,-0.1,0,0.93,0.48,1.4,0.0
2769,PFLT,1.96,0.84,1.12,12.81,0.28,1.99,0.01
2770,PFSW,,,,,,,
2771,PINC,,,,,,,
2772,PKOH,,,,,,,
2773,PLAY,2.02,-0.04,2.79,4.76,0.95,4.54,0.14
2774,PLUG,1.38,0,-0.22,8.46,0.51,2.59,0.1
2775,PLXP,4.91,0,-1.47,1.53,0.42,4.93,0.08
2776,PLXS,1.18,0.04,6.17,35.96,0.99,6.96,0.03
2777,PMBC,,,,,,,
2778,PNNT,,,,,,,
2779,PNTG,2.55,0.03,1.07,3.67,0.92,8.87,0.06
2780,PODD,,,,,,,
2781,PPD,,,,,,,
2782,PRAA,,,,,,,
2783,PTCT,1.22,-0.83,-4.39,2.79,1.07,9.76,0.1
2784,PTEN,3.08,-0.45,-1.01,9.56,0.84,3.72,0.06
2785,PTVE,,-0.03,1.57,5.76,0.24,7.23,0.02
2786,PXLW,2.48,-0.66,-0.14,0.85,0.32,0.95,0.05
2787,QDEL,-0.1,0.49,6.54,33.89,0.92,6.41,0.09
2788,QRTEA,1.84,0.1,2.27,9.18,0.9,7.68,0.07
2789,QTT,0.81,-0.14,0.2,-5.13,0.06,7.14,
2790,QUMU,,,,,,,
2791,RBB,,,,,,,
2792,RCMT,,,,,,,
2793,RDFN,1.77,-0.01,-0.71,3.11,0.9,11.21,0.14
2794,REAL,2.88,-0.6,-1.19,1.69,1.09,6.18,0.25
2795,REG,,,,,,,
2796,RGLD,0.67,0.5,3.93,38.0,0.82,4.13,0.04
2797,RKLB,,-1.15,-0.14,-22.32,0.27,1.16,
2798,RMR,,,,,,,
2799,ROIC,,,,,,,
2800,ROLL,,,,,,,
2801,ROOT,,-1.91,-1.5,3.06,0.56,3.16,0.22
2802,RRGB,2.94,-0.06,0.35,6.95,1.03,4.22,0.22
2803,RTLR,3.97,0.09,1.08,9.19,0.9,0.67,0.0
2804,RUBY,,,,,,,
2805,RUTH,2.43,0.05,1.45,3.76,0.83,2.36,0.03
2806,RVSB,,,,,,,
2807,RYTM,,,,,,,
2808,SAGE,1.86,0.6,-6.08,32.83,0.88,6.03,0.06
2809,SAIA,1.21,0.09,9.99,40.52,1.06,5.81,0.05
2810,SANM,,,,,,,
2811,SATS,,,,,,,
2812,SBBP,,,,,,,
2813,SBCF,,,,,,,
2814,SBGI,,,,,,,
2815,SBRA,1.49,-0.04,0.8,15.32,0.9,1.87,0.03
2816,SBT,,,,,,,
2817,SCHN,1.39,0.06,7.15,30.36,0.9,3.92,0.05
2818,SCOR,,,,,,,
2819,SCPL,,,,,,,
2820,SEER,,0,-1.29,8.56,0.83,6.4,0.2
2821,SEIC,,,,,,,
2822,SESN,0.53,0,-0.37,0.26,0.34,0.81,0.05
2823,SFIX,1.95,-0.0,-0.47,4.27,0.82,2.71,0.15
2824,SFM,0.26,0.04,2.07,8.24,1.13,8.89,0.18
2825,SGEN,0.82,0.25,0.1,18.65,0.9,3.91,0.05
2826,SHBI,,,,,,,
2827,SHEN,,,,,,,
2828,SHOO,,,,,,,
2829,SIC,,,,,,,
2830,SILC,0.73,0.06,2.55,22.82,0.56,1.07,0.0
2831,SILK,1.51,-0.54,-0.7,2.78,1.13,6.1,0.06
2832,SIVB,1.92,0.33,29.11,208.53,0.88,1.86,0.01
2833,SLAB,1.03,0.05,2.29,27.43,0.99,7.55,0.07
2834,SLDB,1.0,0,-0.79,2.16,0.74,3.91,0.12
2835,SLP,,0.21,0.69,8.23,0.73,13.12,0.13
2836,SMMF,,,,,,,
2837,SMPL,0.98,0.04,1.54,12.41,0.93,6.73,0.03
2838,SNBR,1.86,0.09,7.28,-17.09,1.0,8.65,0.23
2839,SNSE,,,,,,,
2840,SNY,0.41,0.15,4.35,25.24,0.08,4.15,
2841,SOHO,,,,,,,
2842,SOHU,2.18,0.18,1.33,11.54,0.46,1.89,
2843,SOTK,-0.23,0.15,0.11,0.81,0.45,0.37,0.0
2844,SPNS,,,,,,,
2845,SQFT,,,,,,,
2846,SRCE,,,,,,,
2847,SRCL,,,,,,,
2848,SSB,,,,,,,
2849,SSNC,1.55,0.15,5.06,22.82,0.84,1.89,0.01
2850,SSYS,1.16,-0.79,0.11,14.7,0.72,3.8,0.09
2851,STBA,,,,,,,
2852,STEP,,,,,,,
2853,STFC,,,,,,,
2854,STNE,2.34,0.39,0.91,48.78,0.77,2.69,0.06
2855,STRA,,,,,,,
2856,SUMO,,-0.47,-0.47,4.06,0.7,4.33,0.05
2857,SVC,,,,,,,
2858,SWBI,0.8,0.25,2.77,6.25,0.64,4.54,0.08
2859,SWIR,,,,,,,
2860,SYBT,,,,,,,
2861,TBK,,0.28,4.17,31.33,0.81,6.36,0.05
2862,TBPH,,,,,,,
2863,TCBI,,0.27,3.42,56.27,0.96,4.31,0.06
2864,TCBK,,,,,,,
2865,TELL,2.37,-1.73,-0.1,0.58,0.28,3.38,0.13
2866,TIG,,,,,,,
2867,TILE,,,,,,,
2868,TLC,,,,,,,
2869,TLIS,,,,,,,
2870,TLRY,,-0.66,-0.45,9.59,0.12,2.28,0.09
2871,TMDX,1.91,-1.0,-0.77,3.22,0.71,4.2,0.04
2872,TNDM,0.25,0.01,0.74,5.5,0.97,5.22,0.09
2873,TOWN,,,,,,,
2874,TRHC,,,,,,,
2875,TRIP,1.32,-0.38,1.31,5.67,0.82,5.02,0.11
2876,TRIT,,0.69,0.55,6.12,0.07,8.4,0.1
2877,TRMB,1.57,0.15,2.95,15.26,0.94,2.12,0.01
2878,TRS,,,,,,,
2879,TRUE,,,,,,,
2880,TRUP,1.9,-0.05,-0.51,8.31,0.93,15.19,0.14
2881,TSC,2.02,0.31,2.03,19.11,0.77,6.26,0.02
2882,TSLA,1.89,0.07,7.91,26.95,0.41,1.6,0.04
2883,TTCF,,0.0,-0.07,2.86,0.18,15.28,0.29
2884,TUEM,,0.0,0.43,0.83,0.81,0.96,
2885,TVTY,,,,,,,
2886,TW,,,,,,,
2887,TWIN,1.66,-0.14,0.56,9.54,0.6,2.62,0.0
2888,TWST,0.75,-1.07,-3.21,12.39,0.98,8.44,0.08
2889,TXRH,1.08,0.06,4.15,14.99,0.94,4.56,0.06
2890,UAL,1.53,-0.16,2.12,16.77,0.61,1.32,0.05
2891,UBSI,,,,,,,
2892,UFCS,,,,,,,
2893,UMBF,,,,,,,
2894,UNIT,0.98,0.0,0.68,-9.5,0.83,8.94,0.08
2895,URBN,1.57,0.07,3.1,16.97,0.7,3.08,0.08
2896,USAK,2.04,0.03,2.25,11.06,0.58,1.83,0.02
2897,UVSP,,,,,,,
2898,VC,2.0,0.01,4.71,14.07,1.06,4.83,0.05
2899,VCTR,,,,,,,
2900,VCYT,0.83,-0.4,-0.49,14.39,1.0,5.17,0.05
2901,VG,0.64,-0.02,0.21,2.46,0.96,8.89,0.1
2902,VIAC,1.66,0.13,4.05,31.11,0.7,5.03,0.07
2903,VIAV,,,,,,,
2904,VICR,0.64,0.17,2.5,9.41,0.54,8.23,0.05
2905,VIEW,,0,-0.62,3.28,0.75,31.34,
2906,VLDR,,-2.91,-0.43,1.87,0.16,7.38,0.3
2907,VLY,1.26,0.35,1.2,11.15,0.65,3.23,0.02
2908,VRA,,,,,,,
2909,VREX,,,,,,,
2910,VSTA,,,,,,,
2911,VTRS,1.46,-0.13,3.78,17.54,0.75,3.91,0.03
2912,VTSI,1.03,0.16,0.32,2.75,0.28,0.76,0.02
2913,VUZI,2.47,-1.72,-0.49,2.46,0.43,10.94,0.21
2914,VYGR,1.04,0.14,-2.42,2.93,0.7,0.23,0.12
2915,WABC,,,,,,,
2916,WASH,,,,,,,
2917,WBA,0.5,0.02,5.18,27.06,0.58,2.78,0.02
2918,WERN,0.87,0.09,3.8,19.09,0.84,5.51,0.06
2919,WETF,1.79,0.07,0.35,1.81,0.74,8.45,0.11
2920,WHF,1.55,0.71,1.49,15.42,0.38,2.76,0.01
2921,WIRE,1.04,0.19,9.88,59.1,0.93,2.27,0.03
2922,WISH,,-0.32,-0.38,1.38,0.49,1.97,0.32
2923,WKHS,2.76,10.96,-0.49,1.81,0.4,5.87,0.39
2924,WLTW,0.77,0.16,12.33,90.47,0.98,1.72,0.03
2925,WOOF,,0.01,0.88,8.23,0.64,13.98,0.31
2926,WPRT,2.9,0.06,0.06,1.41,0.35,3.07,0.02
2927,WSBC,,,,,,,
2928,WSFS,,0.37,3.69,40.04,0.92,6.92,0.05
2929,WTRH,-2.11,-0.01,-0.11,0.8,0.32,1.15,0.21
2930,WVE,0.41,0,-2.21,0.43,0.74,5.06,0.05
2931,WW,1.66,0.04,2.11,-7.7,0.96,2.52,0.12
2932,WWD,,,,,,,
2933,WYNN,2.44,-0.52,-0.65,0.9,0.7,1.21,0.07
2934,XEL,0.35,0.12,3.17,27.48,0.78,1.55,0.01
2935,XLNX,1.0,0.23,4.1,12.69,0.81,6.16,0.05
2936,XOG,,,,,,,
2937,XOMA,,,,,,,
2938,XP,,0.28,1.2,22.52,0.49,1.64,0.04
2939,YELL,3.15,-0.02,0.42,-5.63,0.57,2.93,0.07
2940,YORW,,,,,,,
2941,ZBRA,1.65,0.15,18.87,48.48,0.88,2.18,0.01
2942,ZEAL,0.87,0,-3.68,32.06,0.04,33.26,
2943,ZENV,,,,,,,
2944,ZION,1.49,0.37,4.56,46.85,0.85,3.27,0.03
2945,ZIOP,1.88,0,-0.47,0.41,0.54,13.64,0.15
2946,ZM,-1.33,0.28,4.78,15.68,0.59,2.35,0.04
2947,ACB,3.23,-2.83,-0.4,10.29,0.2,6.77,
2948,AMCX,1.23,0.1,7.92,17.38,1.06,21.44,0.29
2949,CLOV,,-0.52,-1.01,0.76,0.55,1.81,
2950,FIZZ,,,,,,,
2951,GGAL,2.53,0.09,2.77,1595.01,0.1,1.88,
2952,INVA,0.48,0.73,1.61,4.75,1.03,10.32,0.35
2953,MVST,,-0.46,-0.16,-730.41,0.19,7.33,
2954,ORPH,0.7,0,-2.57,4.77,0.02,0.68,
2955,PAHC,,,,,,,
2956,QIWI,0.72,0.24,1.69,541.19,0.68,2.56,
2957,YQ,,-0.97,-1.02,6.27,0.11,0.76,
2958,AAIC,,,,,,,
2959,ABEV,0.95,0.22,0.13,5.01,0.1,1.46,
2960,ADT,2.19,-0.08,0.71,3.44,0.97,7.71,0.09
2961,AEG,1.49,0.02,1.35,12.43,0.08,0.97,
2962,AGM,,,,,,,
2963,AGR,,,,,,,
2964,AJRD,0.4,0.07,2.06,5.0,0.95,10.94,0.1
2965,ALE,0.51,0.13,3.85,44.44,0.76,3.28,0.01
2966,ALX,,,,,,,
2967,AM,2.97,0.36,0.84,4.88,0.53,2.73,0.03
2968,AMC,1.44,0,-0.71,-2.74,0.26,1.86,0.18
2969,AMR,1.27,-0.15,7.33,8.82,0.62,2.79,0.05
2970,APAM,1.83,0.28,5.28,3.83,0.85,5.21,0.04
2971,ARI,1.35,0.65,1.38,16.49,0.69,2.9,0.02
2972,ARR,0.99,0.83,1.12,13.34,0.54,3.09,0.08
2973,ARW,,,,,,,
2974,ASB,,,,,,,
2975,ATIP,,-0.78,-0.03,4.13,0.97,3.92,
2976,AVAL,,,,,,,
2977,AWI,,,,,,,
2978,AZUL,1.74,-0.52,-0.78,-136.66,0.38,5.99,
2979,BAP,0.78,0.2,52.84,315.33,0.65,2.01,0.02
2980,BCSF,,,,,,,
2981,BEDU,0.9,0.04,0.47,25.7,0.52,0.14,
2982,BEN,1.26,0.16,3.41,21.63,0.46,6.75,0.06
2983,BGS,0.45,0.06,2.09,12.98,0.69,22.83,0.31
2984,BIG,2.32,0.04,6.08,35.43,1.06,5.73,0.27
2985,BKE,1.02,0.19,4.05,9.76,0.63,8.87,0.28
2986,BMI,,,,,,,
2987,BOH,,,,,,,
2988,BPMP,1.16,1.34,1.66,1.22,0.28,1.86,0.02
2989,BRFS,1.13,0.02,0.24,10.31,0.09,4.09,
2990,BTU,,-0.1,2.6,8.84,0.64,1.08,0.1
2991,CAAP,,,,,,,
2992,CAI,,,,,,,
2993,CAJ,0.54,0.06,1.63,2620.22,0.01,1.91,
2994,CANG,1.14,1.01,0.46,51.13,0.33,2.91,
2995,CBU,,,,,,,
2996,CCO,2.47,-0.33,-0.25,-6.93,0.97,10.7,0.07
2997,CCU,,,,,,,
2998,CEPU,1.73,-0.04,1.38,677.78,0.02,0.29,
2999,CFR,,,,,,,
3000,CHH,,,,,,,
3001,CHS,1.58,-0.07,0.43,1.53,0.79,5.83,0.1
3002,CHT,,,,,,,
3003,CIG,0.65,0.15,0.45,11.72,0.17,0.61,
3004,CIM,1.02,0.65,1.46,15.4,0.53,6.41,0.05
3005,CL,0.59,0.16,3.44,0.55,0.8,1.88,0.01
3006,CLB,3.19,0.07,1.04,3.42,1.08,5.1,0.06
3007,CLDR,1.11,-0.16,0.61,3.75,0.82,4.52,0.07
3008,CLI,,,,,,,
3009,CLS,,0.02,1.4,11.59,0.77,1.22,0.01
3010,CLX,0.19,0.1,6.65,3.35,0.81,6.03,0.07
3011,CMC,1.29,0.06,2.92,19.03,0.91,3.04,0.03
3012,CNA,,,,,,,
3013,COR,,,,,,,
3014,CORR,0.94,-0.28,0.21,0.47,0.25,4.6,0.03
3015,CPAC,,,,,,,
3016,CPB,0.54,0.12,2.94,10.44,0.54,5.44,0.07
3017,CPLG,,,,,,,
3018,CRS,2.11,-0.16,1.51,28.98,0.93,7.43,0.06
3019,CTK,0.11,-0.14,0.28,-0.21,0.02,3.91,
3020,CUK,2.23,0,0.61,13.11,0.11,1.3,
3021,CVI,1.81,-0.04,0.71,4.8,0.93,2.75,0.08
3022,CXP,,,,,,,
3023,DDD,1.24,-0.09,0.35,3.73,0.7,6.78,0.13
3024,DDS,0.87,0.08,13.06,78.08,0.75,4.91,0.29
3025,DIDI,,-0.01,0.13,-161.39,0.1,5.75,
3026,DK,2.06,-0.07,-0.18,11.26,0.95,4.31,0.06
3027,DKL,,,,,,,
3028,DRQ,1.42,-0.15,-0.12,28.09,1.02,5.84,0.07
3029,E,1.26,-0.0,3.45,22.67,0.01,5.07,
3030,ELVT,2.71,0.07,0.64,4.64,0.54,4.4,0.04
3031,ENBL,2.39,0.06,0.81,15.62,0.12,5.58,0.04
3032,EPAC,,,,,,,
3033,EQC,,,,,,,
3034,ETRN,2.1,0.28,0.98,7.33,0.99,3.32,0.03
3035,EXPR,1.91,-0.11,0.26,-0.35,0.57,1.04,0.05
3036,FET,,,,,,,
3037,FHI,,,,,,,
3038,FI,1.36,-0.19,0.01,16.59,0.59,4.17,0.02
3039,FIX,1.1,0.05,4.06,20.76,0.98,4.74,0.02
3040,FLNG,0.55,0.36,,15.99,0.28,0.93,0.0
3041,FLO,0.26,0.05,1.2,6.73,0.7,6.85,0.06
3042,FMS,,,,,,,
3043,FSLY,1.13,-0.55,-0.44,8.87,0.66,7.12,0.16
3044,GCP,,,,,,,
3045,GKOS,1.76,-0.21,-1.43,12.57,0.97,3.24,0.07
3046,GLOP,2.73,0.31,1.31,12.41,0.26,5.23,0.04
3047,GOL,1.83,-0.66,-0.04,-79.82,0.14,3.75,
3048,GPX,,,,,,,
3049,GRA,,,,,,,
3050,GSBD,1.49,1.16,1.73,16.05,0.24,0.82,0.0
3051,H,1.44,-0.89,0.37,28.55,0.82,2.41,0.07
3052,HBB,,,,,,,
3053,HE,,,,,,,
3054,HLI,0.67,0.21,5.26,20.11,1.07,5.54,0.03
3055,HMN,,,,,,,
3056,HMY,0.79,0.13,0.49,51.93,0.32,4.15,
3057,HRL,-0.02,0.08,1.93,12.51,0.42,6.35,0.05
3058,HSBC,,0.26,3.4,50.34,0.01,3.03,
3059,HT,2.71,-0.28,-1.05,14.47,0.64,2.92,0.04
3060,HXL,,-0.02,1.26,17.81,1.06,11.67,0.1
3061,ICL,,,,,,,
3062,IHG,,-0.0,2.47,-9.82,0.04,1.27,
3063,INGR,,,,,,,
3064,JHG,,,,,,,
3065,JKS,0.97,-0.0,3.76,224.39,0.51,3.2,
3066,JMIA,3.54,-1.05,-1.75,2.5,0.3,2.56,
3067,JMP,,,,,,,
3068,JWN,2.39,0,2.35,1.69,0.62,5.12,0.16
3069,KAMN,,,,,,,
3070,KMB,0.55,0.1,6.9,1.41,0.74,4.59,0.02
3071,KMI,1.07,0.11,1.04,13.47,0.57,2.02,0.02
3072,KNOP,1.29,0.24,2.39,17.62,0.21,1.25,0.0
3073,KR,0.44,0.01,3.28,12.47,0.86,4.45,0.05
3074,KRA,2.45,-0.21,2.9,21.08,0.97,5.92,0.06
3075,LCI,1.06,-0.76,-0.5,-0.69,0.72,13.62,0.16
3076,LII,,0.12,13.82,-9.15,0.69,5.93,0.04
3077,LL,2.53,0.06,1.42,8.64,0.78,5.52,0.08
3078,LOMA,,,,,,,
3079,LPL,,0.06,1.16,15931.45,0.03,3.71,
3080,LTC,0.96,0.38,1.67,19.15,0.78,4.78,0.05
3081,LUMN,1.02,-0.05,1.25,10.59,0.78,9.35,0.1
3082,MAC,1.99,-0.37,-0.17,14.06,0.79,10.27,0.14
3083,MD,,,,,,,
3084,MDLA,1.45,-0.37,0.03,2.22,0.77,3.57,0.08
3085,MEI,,,,,,,
3086,MFG,0.69,0.25,0.31,737.6,0.0,1.75,
3087,MKC,0.49,0.12,3.12,16.41,0.82,3.69,
3088,MOV,,,,,,,
3089,MTD,1.04,0.21,36.11,8.28,0.96,3.91,0.02
3090,NBR,3.51,-0.29,-32.27,89.67,0.76,3.59,0.08
3091,NEXA,1.69,0.06,0.62,11.24,0.26,0.53,0.0
3092,NGL,2.68,-0.13,0.04,3.46,0.36,1.19,0.03
3093,NHI,0.96,0.49,3.53,33.73,0.69,3.1,0.03
