,Symbol,Name,Buy,Analyst,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
1528,KURA,Kura Oncology Inc. Common Stock,1,Strong Buy,1.917934,0.0,-2.27,8.843,1.05317,11.15,0.15439999
1529,KYMR,Kymera Therapeutics Inc. Common Stock,1,Strong Buy,,-0.96812,,,0.67487997,5.54,0.0571
1530,KZIA,Kazia Therapeutics Limited American Depositary Shares,1,Strong Buy,2.710889,0.0,,2.51,0.04241,0.5,
1531,KZR,Kezar Life Sciences Inc. Common Stock,1,Strong Buy,0.330868,0.0,-1.27,2.925,0.60694003,21.65,0.064
1532,LABP,Landos Biopharma Inc. Common Stock,1,Strong Buy,,0.0,,,0.65686995,8.47,0.096
1533,LAKE,Lakeland Industries Inc. Common Stock,1,Strong Buy,0.007608,0.21091999,1.99,15.857,0.70113,5.06,0.0762
1534,LASR,nLIGHT Inc. Common Stock,1,Strong Buy,2.521996,-0.081379995,0.63,7.107,0.92331004,6.26,0.03
1535,LAUR,Laureate Education Inc. Class A Common Stock,1,Strong Buy,0.802475,-0.85454005,0.46,9.739,0.99452,3.73,0.043899998
1536,LBAI,Lakeland Bancorp Inc. Common Stock,1,Strong Buy,1.005434,0.30489,1.58,15.18,0.60229,6.69,0.023599999
1537,LBC,Luther Burbank Corporation Common Stock,1,Strong Buy,0.799757,0.39189997,1.55,11.946,0.16156,1.85,0.306
1538,LBPH,Longboard Pharmaceuticals Inc. Common Stock,1,Strong Buy,,0.0,,,0.75351995,0.15,0.0005
1539,LBPS,4D pharma plc American Depositary Shares,1,Strong Buy,2.920875,0.0,,,0.00992,1.47,
1540,LBRDA,Liberty Broadband Corporation Class A Common Stock,1,Strong Buy,0.997823,1.56133,3.54,66.764,0.83926004,3.54,0.0113
1541,LBRDK,Liberty Broadband Corporation Class C Common Stock,1,Strong Buy,0.997823,1.56133,10.91,66.764,0.94,3.76,0.025899999
1542,LCID,Lucid Group Inc. Common Stock,1,Strong Buy,,,,,,,
1543,LCNB,LCNB Corporation Common Stock,1,Strong Buy,0.914301,0.2833,1.5,18.662,0.39466,1.04,0.0032
1544,LCUT,Lifetime Brands Inc. Common Stock,1,Strong Buy,1.337278,0.04437,1.35,10.578,0.47165,1.19,0.0076
1545,LEGH,Legacy Housing Corporation Common Stock (TX),1,Strong Buy,1.137422,0.215,1.83,10.713,0.19941,2.78,0.015700001
1546,LEGN,Legend Biotech Corporation American Depositary Shares,1,Strong Buy,,0.0,,,0.19841999,3.42,
1547,LESL,Leslie's Inc. Common Stock,1,Strong Buy,,0.06487,,,0.90849996,11.26,0.26860002
1548,LFMD,LifeMD Inc. Common Stock,1,Strong Buy,0.777173,-1.3256199,,,0.21147,1.17,0.1309
1549,LFST,LifeStance Health Group Inc. Common Stock,1,Strong Buy,,-0.11046,,,0.64381,,
1550,LFUS,Littelfuse Inc. Common Stock,1,Strong Buy,1.162566,0.1043,9.84,67.636,0.98771006,2.61,0.0088
1551,LGND,Ligand Pharmaceuticals Incorporated Common Stock,1,Strong Buy,1.180978,0.18834,4.82,44.79,0.95358,11.15,0.1452
1552,LGO,Largo Resources Ltd. Common Shares,1,Strong Buy,1.400131,0.05567,,,0.11316,0.65,
1553,LHCG,LHC Group Common Stock,1,Strong Buy,0.408052,0.05987,6.87,49.871,0.93264997,4.79,0.0363
1554,LI,Li Auto Inc. American Depositary Shares,1,Strong Buy,,-0.035669997,,,0.15864,2.17,
1555,LIFE,aTyr Pharma Inc. Common Stock,1,Strong Buy,2.004912,0.0,-1.79,3.104,0.49203998,2.73,0.0373
1556,LILM,Lilium N.V. Class A Ordinary Shares,1,Strong Buy,,,,,,,
1557,LINC,Lincoln Educational Services Corporation Common Stock,1,Strong Buy,1.04076,0.18204,0.67,3.527,0.67070997,1.52,0.0116
1558,LIND,Lindblad Expeditions Holdings Inc. Common Stock,1,Strong Buy,2.539717,0.0,0.3,0.083,0.69484,15.78,0.205
1559,LITE,Lumentum Holdings Inc. Common Stock,1,Strong Buy,0.943478,0.21596001,5.65,28.562,0.95641,5.95,0.13149999
1560,LIVN,LivaNova PLC Ordinary Shares,1,Strong Buy,0.892391,-0.43886003,2.2,21.819,1.03787,7.24,0.0471
1561,LIVX,LiveXLive Media Inc. Common Stock,1,Strong Buy,1.668449,-0.64707,-0.35,0.205,0.39993998,4.54,0.126
1562,LKQ,LKQ Corporation Common Stock,1,Strong Buy,1.667934,0.06435,3.36,19.323,1.00221,2.13,0.0153
1563,LMB,Limbach Holdings Inc. Common Stock,1,Strong Buy,1.0375,0.00659,0.99,7.494,0.51472,3.64,0.016900001
1564,LMNR,Limoneira Co Common Stock,1,Strong Buy,1.018827,-0.04438,0.7,10.145,0.52964,9.93,0.0174
1565,LNDC,Landec Corporation Common Stock (DE),1,Strong Buy,1.063043,-0.0802,0.11,6.978,0.91659,8.52,0.0345
1566,LNSR,LENSAR Inc. Common Stock,1,Strong Buy,,-0.77292,,,0.59139997,18.27,0.0615
1567,LNTH,Lantheus Holdings Inc. Common Stock,1,Strong Buy,1.43941,-0.07295,0.89,7.689,0.9507,7.59,0.061
1568,LOAN,Manhattan Bridge Capital Inc,1,Strong Buy,0.710554,0.75721,0.53,3.438,0.09875,0.93,0.0028
1569,LOGC,LogicBio Therapeutics Inc. Common Stock,1,Strong Buy,1.157649,0.0,-1.37,1.933,0.59580004,5.84,0.0307
1570,LOPE,Grand Canyon Education Inc. Common Stock,1,Strong Buy,0.56867,0.3047,6.84,34.054,1.0267199,3.86,0.0225
1571,LOVE,The Lovesac Company Common Stock,1,Strong Buy,2.488445,0.07196,1.68,7.37,1.06112,5.21,0.1399
1572,LPCN,Lipocine Inc. Common Stock,1,Strong Buy,0.377183,0.0,0.27,0.48,0.10641,3.97,0.0429
1573,LPLA,LPL Financial Holdings Inc. Common Stock,1,Strong Buy,1.27826,0.07303,9.11,17.947,0.98976,2.25,0.0154
1574,LPRO,Open Lending Corporation Class A Common Stock,1,Strong Buy,,-0.68557,,,0.79743,3.89,0.0368
1575,LPSN,LivePerson Inc. Common Stock,1,Strong Buy,1.128804,-0.23154,-0.02,3.788,1.0197,15.55,0.2328
1576,LPTH,LightPath Technologies Inc. Class A Common Stock,1,Strong Buy,1.382608,0.00981,0.08,1.355,0.25982,0.3,0.026700001
1577,LPTX,Leap Therapeutics Inc. Common Stock,1,Strong Buy,1.223455,0.0,-0.53,0.643,0.50481,4.18,0.0326
1578,LQDA,Liquidia Corporation Common Stock,1,Strong Buy,0.059849,0.0,-0.68,1.451,0.45002997,3.64,0.052800003
1579,LRCX,Lam Research Corporation Common Stock,1,Strong Buy,1.275299,0.26072,32.42,37.667,0.85517997,1.84,0.0156
1580,LRFC,Logan Ridge Finance Corporation Common Stock,1,Strong Buy,1.9376,0.79624003,,,0.14165,2.96,0.0153
1581,LRMR,Larimar Therapeutics Inc. Common Stock,1,Strong Buy,,0.0,,,0.92661005,1.55,0.047
1582,LSCC,Lattice Semiconductor Corporation Common Stock,1,Strong Buy,1.060869,0.13607,1.08,2.871,1.0040001,5.51,0.0461
1583,LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,1,Strong Buy,1.276086,-0.119320005,2.49,23.586,0.94079,4.95,0.0515
1584,LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,1,Strong Buy,1.276086,-0.119320005,2.71,23.586,0.85183996,4.86,0.026500002
1585,LTCH,Latch Inc. Common Stock,1,Strong Buy,,0.0,,,0.31192,,
1586,LTRX,Lantronix Inc. Common Stock,1,Strong Buy,1.953738,-0.05658,0.31,1.585,0.25757,1.55,0.0055
1587,LULU,lululemon athletica inc. Common Stock,1,Strong Buy,1.34076,0.14172,8.29,20.264,0.87121004,1.68,0.0175
1588,LUMO,Lumos Pharma Inc. Common Stock,1,Strong Buy,,0.0,,,0.38546002,0.57,0.0061000003
1589,LUNG,Pulmonx Corporation Common Stock,1,Strong Buy,,-0.89711,-1.25,6.05,0.78148,3.74,0.0496
1590,LVOX,LiveVox Holding Inc. Class A Common Stock,1,Strong Buy,,-0.73013,,,0.83973,3.04,
1591,LVTX,LAVA Therapeutics N.V. Ordinary Shares,1,Strong Buy,,0.0,,,0.62551,0.19,0.0042
1592,LX,LexinFintech Holdings Ltd. American Depositary Shares,1,Strong Buy,0.926574,0.051090002,2.23,30.162,0.38429,1.24,
1593,LYEL,Lyell Immunopharma Inc. Common Stock,1,Strong Buy,,0.0,,,0.0,,
1594,LYFT,Lyft Inc. Class A Common Stock,1,Strong Buy,2.273037,-0.65351,0.65,4.278,0.86829,4.92,0.096999995
1595,LYRA,Lyra Therapeutics Inc. Common Stock,1,Strong Buy,,0.0,,,0.77514,2.47,0.0859
1596,LYTS,LSI Industries Inc. Common Stock,1,Strong Buy,1.903384,0.01859,0.6,4.948,0.6746,1.38,0.0034
1597,MANH,Manhattan Associates Inc. Common Stock,1,Strong Buy,1.94076,0.14823,1.82,3.217,1.01358,2.27,0.016900001
1598,MAPS,WM Technology Inc. Class A Common Stock ,1,Strong Buy,,0.22838,,,0.14668,,
1599,MARA,Marathon Digital Holdings Inc. Common Stock,1,Strong Buy,4.481521,5.7259803,2.68,6.881,0.2554,0.75,0.15609999
1600,MASI,Masimo Corporation Common Stock,1,Strong Buy,0.75163,0.19539,4.32,24.148,0.83589,3.66,0.0295
1601,MASS,908 Devices Inc. Common Stock,1,Strong Buy,,-0.47665,,,0.51719004,4.89,0.087799996
1602,MAT,Mattel Inc. Common Stock,1,Strong Buy,1.515217,0.04567,1.18,1.359,0.97442,7.83,0.0544
1603,MATW,Matthews International Corporation Class A Common Stock,1,Strong Buy,1.180204,0.00858,3.15,19.555,0.80424005,6.55,0.0375
1604,MBCN,Middlefield Banc Corp. Common Stock,1,Strong Buy,0.873908,0.27704,2.1,22.802,0.31704,0.88,0.0008
1605,MBIN,Merchants Bancorp Common Stock,1,Strong Buy,1.109318,0.54653,5.49,22.711,0.22163,1.62,0.0069
1606,MBIO,Mustang Bio Inc. Common Stock,1,Strong Buy,1.705494,0.0,-0.83,1.558,0.28799,3.66,0.056700002
1607,MBOT,Microbot Medical Inc. Common Stock,1,Strong Buy,4.442427,0.0,-1.45,3.141,0.21138,5.48,0.0309
1608,MBRX,Moleculin Biotech Inc. Common Stock,1,Strong Buy,1.968432,0.0,-0.85,3.112,0.13793,2.95,0.0292
1609,MBUU,Malibu Boats Inc. Class A Common Stock,1,Strong Buy,1.900165,0.105220005,6.71,14.548,1.06475,6.88,0.048699997
1610,MCAD,Mountain Crest Acquisition Corp. II Common Stock,1,Strong Buy,,0.0,,,0.27872,2.54,0.0081
1611,MCHP,Microchip Technology Incorporated Common Stock,1,Strong Buy,1.671397,0.08399,8.54,19.512,0.91489,2.29,0.0197
1612,MCHX,Marchex Inc. Class B Common Stock,1,Strong Buy,1.867391,-0.36219,-0.01,1.197,0.67358,11.8,0.0353
1613,MCRB,Seres Therapeutics Inc. Common Stock,1,Strong Buy,3.992469,0.0,-1.5,1.911,0.90568,2.78,0.1269
1614,MCRI,Monarch Casino & Resort Inc. Common Stock,1,Strong Buy,1.784239,0.14308,3.78,20.516,0.68682,4.44,0.028900001
1615,MDB,MongoDB Inc. Class A Common Stock,1,Strong Buy,0.722872,-0.43162,-0.91,-4.322,0.86575997,8.05,0.1043
1616,MDGL,Madrigal Pharmaceuticals Inc. Common Stock,1,Strong Buy,1.102591,0.0,-13.69,16.22,0.91310996,9.85,0.16610001
1617,MDLZ,Mondelez International Inc. Class A Common Stock,1,Strong Buy,0.666847,0.13942,3.12,19.275,0.7911,1.92,0.0084
1618,MDNA,Medicenna Therapeutics Corp. Common Shares,1,Strong Buy,0.621516,0.0,,,0.10316,3.23,
1619,MDRR,Medalist Diversified REIT Inc. Common Stock,1,Strong Buy,0.966666,-0.92719,-0.35,1.836,0.020130001,0.09,0.0058999998
1620,MDVL,MedAvail Holdings Inc. Common Stock,1,Strong Buy,,-1.84357,,,0.89375997,7.57,0.0146
1621,MDWD,MediWound Ltd. Ordinary Shares,1,Strong Buy,1.516847,-0.41369,-0.47,0.177,0.20062,0.52,0.0039
1622,MDXG,MiMedx Group Inc Common Stock,1,Strong Buy,1.604347,-0.21441,-0.07,-0.073,0.50541997,11.38,0.053200003
1623,MEDS,TRxADE HEALTH Inc. Common Stock,1,Strong Buy,1.109239,-0.18739,,,0.13788,0.06,0.001
1624,MEIP,MEI Pharma Inc. Common Stock,1,Strong Buy,1.504891,-1.5476601,-0.54,0.653,0.74157,24.47,0.102
1625,MELI,MercadoLibre Inc. Common Stock,1,Strong Buy,1.479891,-0.0028900001,4.3,-0.61,0.82999,2.64,0.0294
1626,MESA,Mesa Air Group Inc. Common Stock,1,Strong Buy,3.115512,0.080690004,1.19,13.749,0.82532,2.36,0.053600002
1627,MFIN,Medallion Financial Corp. Common Stock,1,Strong Buy,3.00326,-0.07532,1.62,9.752,0.29817,3.12,0.0083
1628,MGIC,Magic Software Enterprises Ltd. Ordinary Shares,1,Strong Buy,1.396288,0.0679,0.97,5.185,0.23579,0.45,0.0005
1629,MGNI,Magnite Inc. Common Stock,1,Strong Buy,2.3875,-0.23017,,,0.67165,5.3,0.1043
1630,MGNX,MacroGenics Inc. Common Stock,1,Strong Buy,2.255978,-1.26096,-2.84,5.841,0.98561996,7.06,0.081199996
1631,MGRC,McGrath RentCorp Common Stock,1,Strong Buy,0.990206,0.17583999,4.88,28.41,0.85962,1.54,0.0098
1632,MGTA,Magenta Therapeutics Inc. Common Stock,1,Strong Buy,2.3771,0.0,-1.45,2.682,0.84486,7.73,0.0499
1633,MGTX,MeiraGTx Holdings plc Ordinary Shares,1,Strong Buy,1.30182,0.0,-1.94,4.986,0.62883997,5.93,0.0134000005
1634,MICT,MICT Inc. Common Stock,1,Strong Buy,0.773122,-2.55421,0.17,1.439,0.096590005,3.51,0.0841
1635,MIDD,Middleby Corporation (The) Common Stock,1,Strong Buy,1.729891,0.085889995,8.82,35.867,0.97398,7.65,0.1007
1636,MINM,Minim Inc. Common Stock,1,Strong Buy,0.138646,-0.06607,,,0.00031,0.22,0.0027
1637,MIRM,Mirum Pharmaceuticals Inc. Common Stock,1,Strong Buy,2.295557,0.0,-3.37,6.479,0.78652,6.79,0.0559
1638,MIRO,Miromatrix Medical Inc. Common Stock,1,Strong Buy,,,,,,,
1639,MIST,Milestone Pharmaceuticals Inc. Common Shares,1,Strong Buy,3.902336,0.0,-1.61,4.422,0.75491,5.22,0.013200001
1640,MITK,Mitek Systems Inc. Common Stock,1,Strong Buy,0.292391,0.08603,0.89,3.896,0.675,8.16,0.0777
1641,MITO,Stealth BioTherapeutics Corp. ADS,1,Strong Buy,2.020523,0.0,-0.07,-0.222,0.12958,0.07,
1642,MKSI,MKS Instruments Inc. Common Stock,1,Strong Buy,1.528384,0.17673999,11.88,44.682,1.03258,4.29,0.0297
1643,MKTW,MarketWise Inc. Class A Common Stock,1,Strong Buy,,,,,,,
1644,MLHR,Herman Miller Inc. Common Stock,1,Strong Buy,1.335869,-0.00341,3.01,14.408,0.88302004,7.06,0.1009
1645,MMSI,Merit Medical Systems Inc. Common Stock,1,Strong Buy,1.261413,0.0044,2.25,17.462,0.99366,7.95,0.0493
1646,MNDY,monday.com Ltd. Ordinary Shares,1,Strong Buy,,-0.77268,,,0.56319,5.98,0.0221
1647,MNKD,MannKind Corporation Common Stock,1,Strong Buy,1.945593,-0.91693,-0.1,-0.697,0.46464002,8.09,0.12810001
1648,MNMD,Mind Medicine (MindMed) Inc. Subordinate Voting Shares,1,Strong Buy,,0.0,,,0.00775,0.43,
1649,MNOV,Medicinova Inc Common Stock,1,Strong Buy,1.399891,-2.83203,-0.55,1.584,0.34757,1.18,0.057600003
1650,MNPR,Monopar Therapeutics Inc. Common Stock,1,Strong Buy,,0.0,-1.75,0.498,0.014839999,5.23,0.014199999
1651,MNSB,MainStreet Bancshares Inc. Common Stock,1,Strong Buy,0.532751,0.4027,2.04,19.692,0.43971002,5.54,0.0053
1652,MNST,Monster Beverage Corporation,1,Strong Buy,1.101086,0.30247998,3.01,10.331,0.65419996,2.9,0.0138
1653,MNTK,Montauk Renewables Inc. Common Stock,1,Strong Buy,,-0.13646,,,0.0344,5.34,0.0138
1654,MNTV,Momentive Global Inc. Common Stock,1,Strong Buy,1.270025,-0.24889,,,0.80125,4.48,0.0335
1655,MNTX,Manitex International Inc. Common Stock,1,Strong Buy,1.142546,-0.04162,0.44,3.376,0.54049,1.61,0.0013
1656,MODV,ModivCare Inc. Common Stock,1,Strong Buy,0.621739,0.06294,,,1.04972,7.03,0.0361
1657,MOGO,Mogo Inc. Common Shares,1,Strong Buy,3.847138,0.14137,,2.475,0.1761,0.89,0.0286
1658,MOLN,Molecular Partners AG American Depositary Shares,1,Strong Buy,0.636263,0.0,,,,,
1659,MOMO,Hello Group Inc. American Depositary Shares,1,Strong Buy,1.442711,0.13598,1.9,70.728,0.63426,2.88,
1660,MOR,MorphoSys AG American Depositary Shares,1,Strong Buy,0.719498,-0.71503997,-1.27,4.42375,0.018170001,2.96,
1661,MORF,Morphic Holding Inc. Common Stock,1,Strong Buy,1.193422,-1.58604,-2.37,10.21,0.71107,8.08,0.0699
1662,MOSY,MoSys Inc. Common Stock,1,Strong Buy,2.045652,-0.54473996,0.01,1.804,0.17018999,0.08,0.158
1663,MOTN,Motion Acquisition Corp. Class A Common Stock,1,Strong Buy,,0.0,,,0.9195,10.03,
1664,MOTS,Motus GI Holdings Inc. Common Stock,1,Strong Buy,2.619923,0.0,-0.4,0.415,0.19404,0.55,0.091800004
1665,MPAA,Motorcar Parts  of America Inc. Common Stock,1,Strong Buy,1.82826,0.03971,2.52,15.812,0.98885,24.49,0.1092
1666,MPB,Mid Penn Bancorp Common Stock,1,Strong Buy,0.692307,0.29132998,2.53,31.373,0.28104,2.17,0.0215
1667,MPWR,Monolithic Power Systems Inc. Common Stock,1,Strong Buy,0.896739,0.1865,7.72,22.336,0.9533,1.97,0.0179
1668,MQ,Marqeta Inc. Class A Common Stock,1,Strong Buy,,-0.26679,,,1.2692,5.44,0.0904
1669,MRBK,Meridian Corporation Common Stock,1,Strong Buy,0.509909,0.22864,3.17,23.729,0.44417,0.85,0.0015
1670,MREO,Mereo BioPharma Group plc American Depositary Shares,1,Strong Buy,1.512042,0.0,-52.0,-0.222,0.84537005,5.84,
1671,MRKR,Marker Therapeutics Inc. Common Stock,1,Strong Buy,1.257608,0.0,-0.49,0.873,0.336,1.35,0.0397
1672,MRNS,Marinus Pharmaceuticals Inc. Common Stock,1,Strong Buy,1.20251,0.0,-3.02,3.026,0.89125997,13.75,0.1026
1673,MRSN,Mersana Therapeutics Inc. Common Stock,1,Strong Buy,2.432527,0.0,-2.11,2.867,1.0246,16.44,0.1391
1674,MRUS,Merus N.V. Common Shares,1,Strong Buy,0.639673,-2.47459,-2.65,6.18,0.80718005,5.86,0.040799998
1675,MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,1,Strong Buy,,0.23295,,,0.89822,4.74,0.0594
1676,MRVL,Marvell Technology Inc. Common Stock,1,Strong Buy,1.102285,-0.08126,1.85,18.196,0.77466005,2.17,0.0229
1677,MSFT,Microsoft Corporation Common Stock,1,Strong Buy,0.77893,0.36451998,8.36,17.853,0.71723,2.28,0.0061000003
1678,MSGM,Motorsport Games Inc. Class A Common Stock,1,Strong Buy,,-1.26423,,,0.24619,4.19,0.0085
1679,MTBC,CareCloud Inc. Common Stock,1,Strong Buy,0.912404,-0.07322,-0.45,7.188,0.2062,6.28,0.044899996
1680,MTCH,Match Group Inc. Common Stock,1,Strong Buy,,0.21437,2.88,-4.497,0.987,5.34,0.0529
1681,MTCR,Metacrine Inc. Common Stock,1,Strong Buy,,0.0,,,0.62301,2.62,0.020499999
1682,MTEM,Molecular Templates Inc. Common Stock,1,Strong Buy,1.211428,0.0,-1.92,1.932,0.81922996,9.13,0.0553
1683,MTLS,Materialise NV American Depositary Shares,1,Strong Buy,0.533082,-0.01429,0.09,2.399,0.27952,3.3,
1684,MTRX,Matrix Service Company Common Stock,1,Strong Buy,1.717391,-0.03777,0.52,11.081,0.88853997,5.46,0.0433
1685,MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,1,Strong Buy,2.20441,0.064,2.33,6.002,0.74197,7.32,0.0541
1686,MTTR,Matterport Inc. Class A Common Stock,1,Strong Buy,,-0.107559994,,,0.14928001,2.0,
1687,MU,Micron Technology Inc. Common Stock,1,Strong Buy,1.250543,0.13602,10.6,36.274,0.84073997,1.27,0.020499999
1688,MXCT,MaxCyte Inc. Common Stock,1,Strong Buy,0.977591,-0.58912,,,0.57344,,
1689,MYFW,First Western Financial Inc. Common Stock,1,Strong Buy,0.926128,0.29217,2.84,20.287,0.48005,7.2,0.026199998
1690,MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,1,Strong Buy,,,,,,,
1691,MYSZ,My Size Inc. Common Stock,1,Strong Buy,2.71467,0.0,,0.502,0.05444,5.17,0.0369
1692,NARI,Inari Medical Inc. Common Stock,1,Strong Buy,,0.10079,,,0.67037004,1.57,0.0251
1693,NAUT,Nautilus Biotechnolgy Inc. Common Stock,1,Strong Buy,,0.0,,,0.16984,1.16,
1694,NAVI,Navient Corporation Common Stock,1,Strong Buy,1.841157,0.41597,3.35,15.169,0.97008,5.04,0.0674
1695,NBEV,NewAge Inc. Common Stock (Delaware),1,Strong Buy,1.142549,-0.04611,0.15,1.242,0.25296,5.64,0.0454
1696,NBIX,Neurocrine Biosciences Inc. Common Stock,1,Strong Buy,0.766847,0.38454,4.0,12.758,1.02734,6.64,0.054899998
1697,NBN,Northeast Bank Common Stock,1,Strong Buy,1.733189,0.50886,4.12,25.988,0.61786,0.73,0.0036000002
1698,NBSE,NeuBase Therapeutics Inc.  Common Stock,1,Strong Buy,-0.25172,0.0,-1.53,0.587,0.32914,4.5,0.026300002
1699,NBTX,Nanobiotix S.A. American Depositary Shares,1,Strong Buy,2.216806,0.0,,,0.13979,10.76,
1700,NCBS,Nicolet Bankshares Inc. Common Stock,1,Strong Buy,0.671926,0.35618,6.26,55.071,0.41657,8.56,0.060700003
1701,NCNA,NuCana plc American Depositary Share,1,Strong Buy,0.745587,0.0,-88.01,1.77,0.51519,2.05,
1702,NCNO,nCino Inc. Common Stock,1,Strong Buy,,-0.22878,,,0.92119,8.04,0.0912
1703,NDAQ,Nasdaq Inc. Common Stock,1,Strong Buy,0.847161,0.1899,7.23,38.553,0.75135005,4.5,0.020599999
1704,NDLS,Noodles & Company Class A Common Stock,1,Strong Buy,1.421109,-0.04816,0.43,0.619,0.87304,7.1,0.0625
1705,NDRA,ENDRA Life Sciences Inc. Common Stock,1,Strong Buy,1.213729,0.0,-0.2,0.429,0.096260004,2.81,0.0191
1706,NEO,NeoGenomics Inc. Common Stock,1,Strong Buy,0.692391,-0.024149999,-0.08,7.203,0.94107,10.81,0.0598
1707,NEON,Neonode Inc. Common Stock,1,Strong Buy,3.143408,-0.93666,-0.16,1.314,0.09984,3.38,0.0238
1708,NEPH,Nephros Inc. Common Stock,1,Strong Buy,1.369565,-0.47958001,-0.11,1.254,0.53222,1.25,0.0023
1709,NESR,National Energy Services Reunited Corp. Ordinary Shares,1,Strong Buy,0.927032,0.06005,1.49,10.759,0.45181,4.52,0.038399998
1710,NEXI,NexImmune Inc. Common Stock,1,Strong Buy,,0.0,,,0.43111,12.25,0.015700001
1711,NFBK,Northfield Bancorp Inc. Common Stock (Delaware),1,Strong Buy,0.768478,0.33657002,1.14,14.604,0.57937,5.38,0.0212
1712,NFLX,Netflix Inc. Common Stock,1,Strong Buy,0.75326,0.14243001,12.96,29.059,0.82088,2.92,0.020499999
1713,NGM,NGM Biopharmaceuticals Inc. Common Stock,1,Strong Buy,2.014738,-1.4950501,-2.17,3.967,0.67127997,1.88,0.019
1714,NGMS,NeoGames S.A. Ordinary Shares,1,Strong Buy,,0.21223,,,0.18146999,1.42,0.048299998
1715,NH,NantHealth Inc. Common Stock,1,Strong Buy,1.582129,-1.33216,-0.24,-1.185,0.20959,9.07,0.0559
1716,NICE,NICE Ltd American Depositary Shares,1,Strong Buy,0.259619,0.11975,7.01,41.115,0.62709,5.26,
1717,NKSH,National Bankshares Inc. Common Stock,1,Strong Buy,0.530434,0.3732,2.63,29.915,0.30236,11.32,0.0421
1718,NKTX,Nkarta Inc. Common Stock,1,Strong Buy,,0.0,,,0.86861,9.7,0.089099996
1719,NLOK,NortonLifeLock Inc. Common Stock,1,Strong Buy,1.092794,0.23523001,,,0.99991,4.37,0.0478
1720,NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,1,Strong Buy,,0.0,,,0.00629,0.23,0.0155
1721,NLTX,Neoleukin Therapeutics Inc. Common Stock,1,Strong Buy,1.009239,0.0,-1.2,2.376,0.66942,15.14,0.0749
1722,NMFC,New Mountain Finance Corporation Common Stock,1,Strong Buy,1.465065,1.05121,1.22,12.851,0.33888,1.8,0.0049
1723,NMIH,NMI Holdings Inc. Class A Common Stock,1,Strong Buy,1.716304,0.37699002,3.27,16.125,0.96720004,2.66,0.026300002
1724,NMRK,Newmark Group Inc. Class A Common Stock,1,Strong Buy,1.901524,0.25074,1.47,3.737,0.64432,2.52,0.0215
1725,NMTR,9 Meters Biopharma Inc. Common Stock,1,Strong Buy,-0.241268,0.0,,,0.30176002,1.19,0.032
1726,NNOX,NANO-X IMAGING LTD Ordinary Shares,1,Strong Buy,,0.0,,,0.11333,4.02,0.1625
1727,NOVN,Novan Inc. Common Stock,1,Strong Buy,-0.0336,0.0,-0.14,0.02,0.10311,0.68,0.019
1728,NPCE,Neuropace Inc. Common Stock,1,Strong Buy,,-0.62168,,,0.21472,0.68,0.0064999997
1729,NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,1,Strong Buy,,0.0,,,0.3964,5.74,0.043
1730,NRIX,Nurix Therapeutics Inc. Common stock,1,Strong Buy,,-2.76086,,,0.85607004,14.68,0.14310001
1731,NSIT,Insight Enterprises Inc. Common Stock,1,Strong Buy,1.829347,0.02167,7.5,39.161,1.12822,7.32,0.142
1732,NSPR,InspireMD Inc. Common Stock,1,Strong Buy,,0.0,-2.55,3.703,0.15434,0.59,0.0594
1733,NSSC,NAPCO Security Technologies Inc. Common Stock,1,Strong Buy,1.390217,0.07849,1.28,4.798,0.73697996,21.84,0.074099995
1734,NSTG,NanoString Technologies Inc. Common Stock,1,Strong Buy,1.709521,-0.74149,-2.04,5.229,1.09179,11.76,0.0919
1735,NTAP,NetApp Inc. Common Stock,1,Strong Buy,1.291554,0.12708999,5.1,3.086,0.94839996,5.09,0.0622
1736,NTES,NetEase Inc. American Depositary Shares,1,Strong Buy,0.414847,0.15045,4.95,127.934,0.37756002,1.91,
1737,NTIC,Northern Technologies International Corporation Common Stock,1,Strong Buy,1.052178,0.056149997,0.95,6.531,0.36126998,1.99,0.0029
1738,NTLA,Intellia Therapeutics Inc. Common Stock,1,Strong Buy,2.133942,0.0,-2.91,8.041,0.82328004,1.28,0.059499998
1739,NTNX,Nutanix Inc. Class A Common Stock,1,Strong Buy,1.875739,-0.74174005,-1.37,-3.53,0.78893995,4.42,0.0355
1740,NTRA,Natera Inc. Common Stock,1,Strong Buy,1.305978,-0.57471,-3.53,4.26,1.00763,6.77,0.082100004
1741,NUVL,Nuvalent Inc. Class A Common Stock,1,Strong Buy,,,,,,,
1742,NUWE,Nuwellis Inc. Common Stock,1,Strong Buy,,-2.06568,,,0.31715,0.13,0.0073
1743,NVAX,Novavax Inc. Common Stock,1,Strong Buy,1.554891,-0.669,30.21,14.031,0.58239,1.62,0.078600004
1744,NVCN,Neovasc Inc. Common Shares,1,Strong Buy,2.925049,0.0,-0.13,1.065,0.13505,2.35,0.0201
