,Symbol,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
2140,SWKS,1.08,0.3,10.85,28.54,0.77,2.39,0.02
2141,SWTX,,-1.72,-1.63,7.8,0.91,17.73,0.17
2142,SY,0.38,0.03,0.71,24.11,0.17,2.23,
2143,SYBX,1.75,0,-1.21,2.67,0.39,1.81,0.01
2144,SYNA,1.28,0.06,8.85,26.51,0.95,7.16,0.1
2145,SYNH,1.84,0.04,4.96,31.06,0.87,3.67,0.04
2146,SYRS,1.88,0,-1.75,1.61,0.85,6.7,0.1
2147,SYTA,1.43,-1.88,,,0.07,0.21,0.03
2148,TA,2.08,0.0,2.04,43.63,0.58,7.78,0.06
2149,TACO,2.06,0.04,0.52,5.83,0.73,3.37,0.03
2150,TACT,2.03,-0.22,0.02,3.38,0.62,0.79,0.0
2151,TALK,,-0.54,,,0.66,2.21,
2152,TALS,,0,,,0.71,17.71,0.03
2153,TARA,,0,,,0.67,2.99,0.03
2154,TARS,,-0.43,,,0.62,4.87,0.03
2155,TASK,,-0.11,,,1.45,1.1,0.08
2156,TAST,2.72,-0.01,0.05,5.39,0.46,4.53,0.04
2157,TBBK,1.47,0.34,2.01,10.42,1.01,6.22,0.03
2158,TBLA,,-0.02,,,0.2,8.38,0.02
2159,TBLT,0.58,-0.43,-0.2,0.71,0.06,0.19,0.03
2160,TCFC,0.96,0.33,3.42,34.04,0.39,0.57,0.0
2161,TCMD,1.59,0.07,0.87,6.37,0.99,16.64,0.12
2162,TCOM,1.3,0.22,,,0.71,3.45,
2163,TCON,1.88,0,-1.25,1.31,0.48,1.77,0.02
2164,TCPC,1.76,1.1,1.37,13.56,0.29,2.04,0.01
2165,TCRR,2.09,0,-3.03,9.17,1.03,8.29,0.09
2166,TCRX,,,,,,,
2167,TDUP,,-0.28,,,1.1,11.93,0.23
2168,TEAM,0.8,-0.33,1.45,1.64,0.87,2.15,0.02
2169,TECH,1.13,0.15,7.51,39.62,0.96,0.67,0.01
2170,TELA,,-1.31,-1.68,2.89,0.9,4.83,0.01
2171,TENB,1.62,-0.06,0.38,1.63,0.84,3.79,0.03
2172,TENX,2.4,0,-0.09,0.21,0.14,1.03,0.01
2173,TER,1.3,0.28,5.77,13.97,0.97,3.22,0.02
2174,TERN,,0,,,0.71,25.98,0.08
2175,TESS,1.12,-0.02,-0.86,8.69,0.62,3.5,0.01
2176,TFFP,,0,,-2.71,0.22,2.95,0.02
2177,TFSL,0.41,0.26,0.23,6.15,0.91,4.32,0.01
2178,TGLS,1.67,0.13,1.17,4.46,0.22,2.36,0.04
2179,TGTX,2.15,0,-1.45,3.41,0.77,9.1,0.1
2180,TH,2.7,-0.14,0.12,0.9,0.83,14.9,0.06
2181,THMO,3.25,-1.53,,,0.04,4.42,0.03
2182,THRY,0.53,0.16,,,0.82,4.23,0.13
2183,TIL,,0,,,0.55,33.42,0.33
2184,TITN,1.78,0.02,1.69,16.77,0.77,3.06,0.04
2185,TKNO,,,,,,,
2186,TLMD,,-0.95,,,0.65,3.96,0.05
2187,TLS,,-0.15,,,0.52,2.84,0.05
2188,TLSA,-0.02,0,-0.05,0.64,0.29,0.17,
2189,TMC,,0,,,0.1,0.28,
2190,TMCI,,-0.1,,,0.26,5.24,0.02
2191,TMDI,4.65,-1.89,,0.27,0.03,6.45,0.02
2192,TMUS,0.55,0.05,3.36,52.62,0.42,4.58,0.03
2193,TNGX,,-2.33,,,0.53,1.81,
2194,TNYA,,0,,,0.55,1.49,0.01
2195,TPIC,1.59,0.0,1.68,5.3,1.03,6.91,0.1
2196,TPST,,0,,,0.27,1.1,
2197,TPTX,1.08,-2.83,-6.17,22.42,1.0,8.74,0.06
2198,TREE,1.47,-0.01,4.75,30.06,1.0,11.84,0.23
2199,TRIL,1.76,0,-2.92,2.5,0.76,9.81,0.11
2200,TRIN,,1.17,1.68,13.69,0.27,0.61,0.0
2201,TRMR,1.81,0.12,0.01,,,,
2202,TRNS,0.72,0.06,1.65,10.07,0.76,5.96,0.02
2203,TRVI,-0.08,0,-2.08,1.19,0.72,2.61,0.04
2204,TRVN,2.45,0,-0.23,0.61,0.22,9.95,0.11
2205,TSCO,0.96,0.07,7.75,16.02,0.9,5.6,0.04
2206,TSEM,1.33,0.08,1.73,13.69,0.58,0.89,0.0
2207,TSHA,,0,,,0.46,32.73,0.16
2208,TSP,,0,,,0.06,7.77,0.05
2209,TTD,2.47,0.25,7.04,21.4,0.67,4.42,0.03
2210,TTEC,0.83,0.07,4.48,9.52,0.37,3.9,0.03
2211,TTEK,0.82,0.08,4.05,21.18,0.91,5.87,0.03
2212,TTGT,0.86,0.09,2.02,6.47,1.04,13.84,0.1
2213,TTMI,1.58,0.01,1.47,13.47,1.06,6.83,0.08
2214,TTNP,0.86,0,-1.74,1.01,0.2,2.42,0.03
2215,TTOO,0.24,-1.89,-0.3,-0.0,0.18,1.86,0.07
2216,TTWO,0.54,0.19,7.05,30.52,0.91,2.33,0.02
2217,TVTX,0.71,-1.16,,,1.08,2.87,0.11
2218,TWNK,0.72,0.07,0.9,12.72,1.22,22.8,0.18
2219,TWOU,0.98,-0.24,-0.02,12.3,1.1,11.88,0.18
2220,TXG,,-1.24,-0.47,4.38,0.91,3.6,0.04
2221,TXMD,1.92,-1.85,-0.11,-0.02,0.46,5.72,0.09
2222,TXN,1.01,0.4,7.84,11.01,0.85,4.37,0.01
2223,TZOO,2.03,0.01,0.49,-0.25,0.32,2.1,0.02
2224,UBX,0.23,0,-1.25,1.46,0.63,7.12,0.07
2225,UCBI,1.27,0.35,2.45,22.3,0.92,6.37,0.03
2226,UCTT,1.97,0.05,4.42,13.75,0.91,2.58,0.03
2227,UEIC,1.24,0.05,4.74,22.55,0.86,2.92,0.02
2228,UEPS,1.15,-0.29,0.08,5.07,0.48,1.72,0.01
2229,UFPI,1.51,0.06,6.19,25.33,0.84,4.54,0.02
2230,ULBI,1.62,0.04,,7.36,0.69,4.52,0.02
2231,ULCC,,-0.19,,,0.18,6.58,0.1
2232,ULH,1.52,0.05,3.65,9.65,0.26,1.97,0.01
2233,ULTA,1.71,0.1,12.09,35.54,0.92,2.43,0.04
2234,UMPQ,1.18,0.36,1.71,12.16,0.92,3.4,0.02
2235,UNCY,,0,,,0.06,0.06,0.0
2236,UNTY,1.38,0.37,2.56,17.39,0.48,2.09,0.0
2237,UPLD,0.93,-0.17,1.99,10.56,0.84,7.35,0.07
2238,UPST,,0.05,,,0.56,1.87,0.2
2239,UPWK,1.97,-0.06,-0.08,2.42,0.73,5.35,0.05
2240,URGN,1.21,0,-3.57,3.43,0.76,21.9,0.12
2241,UROY,,0,,,0.14,0.46,
2242,USAU,1.89,0,-1.2,5.24,0.11,0.3,0.0
2243,USCB,,,,,,,
2244,USIO,1.8,-0.03,-0.3,0.52,0.34,1.09,0.01
2245,UTHR,0.49,0.3,15.13,76.93,0.99,8.18,0.06
2246,VACC,,0,,,0.1,3.28,
2247,VALN,0.71,-1.14,,,0.02,1.95,
2248,VBIV,2.05,0,-0.15,0.71,0.5,9.26,0.12
2249,VBLT,1.0,0,-0.5,0.64,0.19,6.9,0.05
2250,VBTX,1.74,0.36,2.58,24.96,0.84,3.21,0.02
2251,VCEL,2.08,0.06,0.4,3.03,1.08,11.86,0.08
2252,VECO,1.42,-0.01,1.54,8.22,1.05,11.53,0.09
2253,VECT,,0,,,0.79,4.69,0.0
2254,VEON,1.33,-0.04,0.38,0.17,0.27,2.59,
2255,VERA,,0,,,0.81,0.4,0.0
2256,VERB,0.42,0,-0.35,0.37,0.08,0.18,0.11
2257,VERI,3.18,-0.95,-0.4,2.77,0.5,8.18,0.07
2258,VERO,,-0.32,,,0.74,1.31,0.02
2259,VERU,0.62,-0.01,-0.31,1.95,0.34,1.17,0.04
2260,VERV,,0,,,0.56,6.06,0.05
2261,VERX,,-0.12,,,0.99,4.21,0.08
2262,VFF,3.79,0.0,,4.27,0.31,2.87,0.1
2263,VINC,,0,,,0.83,6.51,0.08
2264,VINP,,0.47,,,0.31,2.77,0.01
2265,VIR,,0,-1.89,-23.94,0.79,12.49,0.13
2266,VIRC,1.37,-0.01,0.08,3.19,0.21,2.68,0.0
2267,VIRT,-0.31,0.2,2.88,13.52,0.95,3.95,0.06
2268,VIRX,,0,,,0.45,6.6,
2269,VITL,,0.04,,,0.74,13.35,0.17
2270,VIVE,0.68,0,-2.09,2.66,0.16,4.54,0.06
2271,VIVO,0.48,0.23,1.16,7.14,1.02,11.67,0.11
2272,VJET,2.19,-0.97,-1.28,4.99,0.17,1.47,
2273,VKTX,1.84,0,-1.09,3.07,0.54,10.41,0.15
2274,VMD,0.65,0.21,,1.15,0.62,7.7,0.05
2275,VMEO,,,,,,,
2276,VNDA,0.47,0.12,1.06,8.26,1.02,13.64,0.11
2277,VNET,0.18,-0.52,-0.55,56.26,0.81,2.21,
2278,VNOM,2.63,-0.08,0.6,9.43,0.79,4.22,0.02
2279,VOD,0.9,0.0,0.76,19.77,0.09,3.55,
2280,VOR,,0,,,0.83,11.87,0.1
2281,VOXX,1.3,0.06,0.15,17.03,0.5,2.82,0.04
2282,VQS,-0.4,-0.48,,,0.02,0.24,
2283,VRAY,1.03,-1.84,-0.62,1.02,0.95,9.28,0.1
2284,VRCA,2.27,0,-1.81,2.25,0.36,38.02,0.16
2285,VRDN,1.29,0,,,0.81,1.68,0.01
2286,VRM,,-0.12,,,0.98,7.51,0.16
2287,VRME,0.3,0,0.13,2.17,0.05,2.98,0.01
2288,VRNA,0.51,0,-1.69,2.97,0.72,2.57,
2289,VRNS,1.22,-0.32,0.17,5.45,1.02,8.25,0.06
2290,VRNT,0.79,-0.0,2.54,14.26,1.07,8.03,0.08
2291,VRRM,1.62,-0.09,0.43,1.91,1.02,10.25,0.05
2292,VRSK,0.78,0.24,5.88,16.96,0.92,1.88,0.01
2293,VRSN,0.79,0.49,6.16,-12.45,0.93,2.49,0.01
2294,VRTS,1.54,0.22,36.06,95.35,0.86,2.46,0.03
2295,VRTX,0.63,0.3,12.43,34.7,0.92,3.61,0.02
2296,VS,1.17,0,,,0.07,1.35,0.0
2297,VSAT,1.17,0.01,0.07,33.85,0.87,23.59,0.15
2298,VSEC,1.52,0.01,3.84,32.64,0.82,6.09,0.02
2299,VSTM,0.92,0,-0.26,0.6,0.65,5.52,0.04
2300,VTGN,0.93,0,-0.29,0.68,0.69,9.37,0.05
2301,VTNR,1.81,-0.09,0.14,0.34,0.17,0.09,0.05
2302,VTRU,,0.06,,,0.88,0.53,0.0
2303,VTVT,-1.81,-1.08,-0.45,-1.48,0.08,1.22,0.1
2304,VVOS,,-1.07,,,0.1,0.03,0.02
2305,VWE,,0.05,,,0.63,7.44,
2306,VXRT,0.37,0,-0.17,1.53,0.41,1.92,0.17
2307,VYNE,,0,,,0.37,1.39,0.03
2308,WATT,3.36,0,-0.3,0.69,0.15,10.11,0.11
2309,WB,1.12,0.1,3.08,12.35,0.5,4.42,
2310,WDAY,1.28,-0.01,3.52,13.84,0.93,4.48,0.04
2311,WDC,1.6,0.02,8.92,32.51,0.81,0.97,0.02
2312,WEN,0.96,0.12,0.85,2.35,0.68,3.48,0.04
2313,WFRD,,-0.17,,,0.96,0.66,
2314,WIMI,,-0.2,,,0.03,1.95,
2315,WING,1.32,0.1,1.84,-11.15,1.09,5.54,0.09
2316,WINT,-0.05,0,-0.08,3.48,0.06,5.37,0.07
2317,WISA,-0.33,0,-0.73,0.89,0.09,0.53,0.01
2318,WIX,1.38,-0.23,-0.38,3.8,0.9,2.52,0.06
2319,WKEY,1.63,-1.94,,,0.01,1.34,
2320,WKME,,-0.48,,,0.84,0.89,0.01
2321,WLDN,1.42,-0.03,2.6,13.72,0.86,16.83,0.1
2322,WMG,,0.05,,,0.75,5.72,0.05
2323,WNEB,0.36,0.24,0.74,9.1,0.51,1.18,0.0
2324,WRAP,1.8,0,,,0.19,16.31,0.12
2325,WSC,1.71,0.01,1.15,8.84,0.92,7.11,0.08
2326,WTFC,1.51,0.27,5.32,67.34,0.93,5.24,0.02
2327,XAIR,-0.48,0,-1.32,0.86,0.19,4.53,0.1
2328,XBIO,2.52,0,-0.35,1.4,0.04,0.03,0.02
2329,XCUR,1.31,0,-0.58,0.57,0.37,4.35,0.02
2330,XELA,1.88,-0.14,0.04,-18.82,0.24,0.16,0.04
2331,XENE,1.36,0,-1.49,4.67,0.88,3.57,0.01
2332,XERS,1.81,-2.48,-0.56,0.67,0.26,0.67,0.07
2333,XFOR,0.18,0,-2.84,4.49,0.68,6.62,0.04
2334,XGN,,-0.4,-1.48,4.67,0.74,4.82,0.05
2335,XLRN,0.35,-1.58,-2.55,13.37,0.91,6.39,0.04
2336,XM,,-0.63,-0.07,-0.19,1.1,2.79,0.05
2337,XMTR,,,,,,,
2338,XNCR,0.71,0.13,-2.53,10.02,1.01,14.09,0.07
2339,XOS,,0,,,0.19,3.12,
2340,XPEL,1.59,0.14,0.49,1.09,0.35,3.89,0.06
2341,XPER,0.72,0.14,0.82,13.9,0.93,10.71,0.05
2342,XRAY,0.93,0.05,3.21,22.58,0.97,2.07,0.01
2343,XSPA,2.53,-1.51,0.02,0.89,0.12,3.16,0.09
2344,XXII,1.83,-0.67,-0.12,0.34,0.36,5.16,0.06
2345,YI,0.8,-0.05,-0.06,3.04,0.16,1.37,
2346,YMAB,1.17,-1.14,-1.81,2.6,0.68,14.97,0.08
2347,YMTX,,0,,,0.45,7.25,0.05
2348,YNDX,1.34,0.06,1.92,926.72,0.84,5.52,0.02
2349,YTEN,1.11,0,-2.15,4.75,0.25,0.77,0.02
2350,YTRA,1.98,-0.12,-0.09,31.34,0.66,0.19,0.0
2351,YY,0.84,0.59,2.85,508.93,0.87,5.64,
2352,ZG,1.3,0.04,1.46,22.28,0.92,4.43,0.05
2353,ZGNX,1.34,0,-1.83,5.76,1.12,14.01,0.13
2354,ZI,,0.07,,,0.76,2.28,0.06
2355,ZIXI,1.13,-0.04,0.69,0.54,0.75,3.46,0.04
2356,ZLAB,1.1,0,-3.73,11.41,0.81,3.77,
2357,ZNGA,0.02,-0.07,0.47,2.72,0.84,3.13,0.07
2358,ZNTL,,0,,,0.91,9.5,0.08
2359,ZS,0.8,-0.38,0.56,3.71,0.42,2.79,0.08
2360,ZSAN,3.62,0,-0.26,0.41,0.14,6.55,0.06
2361,ZUMZ,1.78,0.11,4.17,22.57,0.82,4.65,0.06
2362,ZVO,1.36,-0.2,0.4,1.53,0.62,8.26,0.03
2363,ZYNE,2.51,0,-1.14,2.39,0.32,1.3,0.06
2364,ZYXI,0.82,0.06,0.79,1.61,0.33,18.07,0.18
2365,AAL,1.78,-0.31,-0.07,-12.39,0.55,2.56,0.16
2366,AAOI,1.81,-0.2,-0.2,10.4,0.49,7.32,0.17
2367,ABCM,0.58,0.05,,,0.11,2.47,
2368,ABSI,,0,,,0.23,5.87,0.03
2369,ABST,0.77,0.03,,,0.84,2.92,
2370,ABUS,2.68,0,-0.67,-0.53,0.3,0.8,0.03
2371,ACAD,0.74,-0.57,-0.84,3.63,0.93,3.84,0.06
2372,ACBI,0.92,0.35,1.95,16.72,0.87,5.2,0.02
2373,ACER,1.18,0,-1.43,0.73,0.3,1.58,0.01
2374,ACGL,0.86,0.18,3.87,30.66,0.99,3.69,0.01
2375,ACHC,1.53,-0.31,2.8,25.9,1.02,6.08,0.04
2376,ADAP,2.18,0,-1.01,1.99,0.77,3.99,
2377,ADV,,-0.05,,,0.27,15.61,0.06
2378,ADVM,1.18,0,-1.63,4.24,0.74,4.3,0.08
2379,AEIS,1.77,0.11,6.52,22.03,0.99,4.54,0.04
2380,AFIB,,0,,,0.7,4.68,0.14
2381,AFIN,1.42,-0.1,-0.2,15.39,0.53,5.86,0.04
2382,AFRM,,-0.32,,,0.72,2.68,0.08
2383,AINV,2.05,0.67,1.43,15.88,0.35,8.08,0.03
2384,AKBA,1.67,-1.35,-0.78,1.35,0.59,6.42,0.08
2385,AKU,1.25,-0.09,,,0.32,0.68,
2386,ALKS,0.98,-0.09,0.93,6.56,1.02,5.02,0.09
2387,AMAL,0.87,0.24,1.78,17.33,0.51,3.94,0.01
2388,AMEH,0.59,0.07,1.28,8.19,0.19,2.53,0.06
2389,AMGN,0.68,0.23,17.83,16.23,0.78,4.34,0.02
2390,AMNB,1.14,0.37,2.63,31.19,0.39,5.24,0.01
2391,AMPH,0.71,0.01,1.39,8.5,0.56,15.65,0.07
2392,AMSF,0.35,0.28,3.03,23.16,0.99,3.52,0.01
2393,AMTB,1.37,0.17,1.66,20.7,0.34,4.69,0.01
2394,ANAB,0.05,-0.09,-3.22,13.96,1.06,16.22,0.13
2395,ANDE,0.7,0.01,2,29.72,0.79,1.88,0.02
2396,ANGO,0.86,-0.12,0.07,11.81,0.98,2.49,0.02
2397,ANIK,1.21,-0.09,0.5,19.26,0.94,13.68,0.1
2398,ANIP,1.19,-0.08,4.14,16.94,0.76,7.7,0.06
2399,ANSS,1.23,0.25,7.86,47.19,0.94,2.68,0.01
2400,APOG,1.12,0.02,2.79,19.16,0.93,5.82,0.06
2401,APPN,1.73,-0.14,-0.49,4.17,0.71,13.31,0.16
2402,AQB,1.08,0,-0.6,2.07,0.56,6.26,0.12
2403,ARDX,1.84,0,-0.71,1.35,0.84,0.52,0.13
2404,ARRY,,-0.02,0.81,-0.55,1.11,2.9,0.08
2405,ASMB,0.4,-2.62,-2.78,6.17,0.66,1.71,0.03
2406,ASPS,1.38,-0.26,0.49,-6.66,0.46,2.12,0.11
2407,ATNX,0.59,-1.21,-0.99,1.69,0.55,8.27,0.12
2408,ATRO,2,-0.1,0.67,8.75,0.78,7.22,0.04
2409,AUB,1.36,0.36,2.92,31.41,0.7,3.7,0.02
2410,AUDC,0.6,0.14,1.68,6.24,0.4,2.35,0.01
2411,AVAV,0.4,-0.0,2.64,21.97,0.83,3.95,0.06
2412,AVT,1.54,0.01,3.62,39.58,0.99,2.62,0.03
2413,AXTI,2.27,0.09,0.42,4.67,0.6,1.56,0.03
2414,AY,0.68,0.03,1.22,14.73,0.47,7.54,0.05
2415,AZPN,1.24,0.45,4.92,10.78,1.06,3.68,0.03
2416,BANR,1.12,0.27,4.09,46.6,0.88,5.46,0.03
2417,BATRK,0.9,-0.34,-0.24,4.48,0.78,4.25,0.01
2418,BCLI,0.01,0,-0.53,1.0,0.16,5.27,0.03
2419,BCPC,0.58,0.12,4.02,26.18,0.9,5.28,0.02
2420,BECN,2.02,-0.01,4.12,22.25,1.05,6.82,0.04
2421,BEEM,0.92,-0.88,,,0.39,7.66,0.39
2422,BFIN,0.65,0.16,0.65,11.72,0.65,8.04,0.03
2423,BGCP,2.22,0.04,0.72,2.08,0.66,5.64,0.03
2424,BGRY,,,,,,,
2425,BIGC,,-0.26,,,0.75,6.98,0.2
2426,BIIB,0.39,0.16,20.76,70.93,0.86,1.36,0.01
2427,BKNG,1.26,0.06,92.62,116.05,0.94,2.4,0.02
2428,BLDP,1.54,-0.68,-0.15,4.74,0.33,8.54,
2429,BLIN,3.13,-0.36,-0.12,1,0.14,0.1,0.06
2430,BLKB,1.13,-0.0,2.99,8.75,1.02,12.41,0.06
2431,BLNK,4.24,0,-0.55,5.8,0.4,8.23,0.34
2432,BLUE,1.57,0,-10.26,17.8,0.81,5.51,0.11
2433,BMBL,,0.42,,,0.98,2.89,0.1
2434,BMRA,-0.66,-0.84,0.2,0.86,0.21,13.04,0.07
2435,BMRC,0.78,0.32,2.31,26.41,0.4,4.16,0.02
2436,BMTC,0.95,0.29,2.99,31.38,0.82,5.44,0.02
2437,BNFT,1.69,-0.07,-0.13,-1.56,0.89,8.36,0.05
2438,BNTX,,0.52,-0.89,,0.17,0.48,
2439,BOKF,1.43,0.32,6.42,75.33,0.41,5.08,0.03
2440,BRKL,0.73,0.35,1.16,12.1,0.84,4.63,0.03
2441,BRKR,1.27,0.1,2.07,6.32,0.71,2.05,0.02
2442,BRY,602.04,-0.23,0.8,8.6,0.93,3.5,0.02
2443,BSRR,1.24,0.31,2.62,22.83,0.56,3.83,0.01
2444,BSVN,2.13,0.44,2.3,12.35,0.19,1.56,0.01
2445,BUSE,1.08,0.32,2.15,23.29,0.49,2.86,0.01
2446,BWEN,1.34,0.03,0.14,2.48,0.32,2.61,0.09
2447,BYND,1.59,-0.2,-0.22,4.19,0.54,6.34,0.24
2448,CAC,0.98,0.38,4.01,35.65,0.67,8.66,0.02
2449,CAKE,1.76,-0.01,3.15,6.82,0.81,3.88,0.14
2450,CALM,-0.16,0.0,1.03,20.8,0.89,11.65,0.14
2451,CAR,2.13,0.03,5.2,-4.52,1.04,6.57,0.29
2452,CASA,1.08,0.07,0.44,0.95,0.7,4.59,0.04
2453,CASY,0.88,0.04,9.19,52.07,0.86,2.33,0.02
2454,CATY,1.5,0.44,3.52,30.95,0.72,6.43,0.02
2455,CCAP,,1.53,,,0.57,0.85,0.0
2456,CCMP,1.12,-0.04,8.17,32.78,1.01,2.43,0.02
2457,CCOI,0.11,0.01,1.22,-6.68,0.86,4.43,0.03
2458,CCRN,1.15,0.03,0.66,4.74,0.93,2.46,0.02
2459,CCXI,1.44,-0.92,-1.79,5.18,0.72,0.53,0.07
2460,CDEV,6.58,-0.29,0.51,9.17,0.64,2.83,0.14
2461,CDLX,2.52,-0.42,-0.52,23.45,0.97,11.75,0.13
2462,CDW,1.11,0.05,8.05,8.34,0.94,2.29,0.01
2463,CEMI,1.89,-0.74,-0.77,1.15,0.17,0.96,0.08
2464,CFB,1.32,0.3,1.24,11.8,0.48,4.67,0.01
2465,CFLT,,-1.02,,,1.74,3.25,0.12
2466,CFMS,1.25,-0.4,-0.22,0.48,0.51,0.62,0.01
2467,CGC,2.08,-2.17,,9.09,0.17,8.32,0.1
2468,CGNX,1.63,0.26,1.82,7.68,0.91,3.64,0.02
2469,CHEK,0.38,0,-0.21,0.46,0.11,6.24,0.06
2470,CHKP,0.69,0.4,7.21,24.77,0.76,7.66,0.06
2471,CHMG,0.09,0.28,4,41.6,0.36,3,0.01
2472,CHNG,1.49,-0.02,1.49,15.6,0.97,7.28,0.06
2473,CHRW,0.71,0.03,5.05,14.02,0.94,8.86,0.11
2474,CHUY,2.11,0.06,1.54,12.5,1.03,9.81,0.1
2475,CINF,0.67,0.31,4.51,69.18,0.7,10.47,0.04
2476,CLMT,2.6,-0.14,0.34,-3.55,0.24,1.09,0.0
2477,CLSN,1.97,0,-0.29,0.73,0.16,1.84,0.02
2478,CLVR,,-2.4,,,0.28,5,0.1
2479,CME,0.44,0.42,7.36,74.05,0.88,3.23,0.01
2480,CMPI,,0,,,0.88,10.92,0.04
2481,CNSL,1.35,-0.08,0.05,4.07,0.81,5.67,0.02
2482,CODX,-1.78,0.48,0.58,2.33,0.27,4.23,0.07
2483,CONN,2.59,0.08,2.43,20.57,0.56,4.3,0.11
2484,COOP,1.65,0.38,5.15,33.7,0.75,8.23,0.1
2485,CORT,0.74,0.28,1.07,4.48,0.71,20.13,0.11
2486,COUP,1.44,-0.45,0.61,14.3,1.05,5.02,0.1
2487,CPSI,0.71,0.07,2.86,14.23,0.85,3.73,0.03
2488,CRAI,1.57,0.05,4.53,27.71,0.95,5,0.03
2489,CRBP,1.81,0,-0.42,0.73,0.45,5.97,0.06
2490,CRCT,,0.17,,,0.89,0.97,0.04
2491,CRDL,1.02,0,,,0.1,0.27,
2492,CREE,1.59,-0.45,-0.67,19.47,1.06,7.7,0.11
2493,CRMT,1.4,0.11,14.21,61.35,0.76,5.63,0.05
2494,CSGS,0.89,0.06,3.32,13.47,0.95,9.13,0.06
2495,CSII,0.87,-0.05,-0.12,6.73,0.97,5.99,0.04
2496,CSOD,1.29,-0.05,2.54,4.14,0.9,4.38,0.03
2497,CSTE,0.9,0.04,1.07,14.57,0.47,1.66,0.02
2498,CTBI,0.9,0.37,3.49,37.14,0.6,5.53,0.01
2499,CTKB,,,,,,,
2500,CTXS,0.04,0.11,6.88,2.02,0.94,2.48,0.04
2501,CVBF,0.51,0.43,1.42,14.87,0.72,5.29,0.02
2502,CVCO,1.14,0.07,10.78,74.03,0.96,5.82,0.03
2503,CVGW,0.84,0.0,2.76,15.29,0.78,8.71,0.05
2504,CWCO,0.19,0.03,0.64,10.62,0.56,0.98,0.01
2505,CYBE,1.58,0.09,1.17,9.2,0.64,4.89,0.06
2506,CZWI,1.22,0.27,1.16,14.75,0.52,1.21,0.0
2507,DBVT,2.22,0,-2.58,1.87,0.34,29.24,
2508,DGICA,0.04,0.08,1.32,17.29,0.8,2.12,0.01
2509,DISCA,1.38,0.09,3.26,16.5,1.25,2.05,0.18
2510,DISH,2.11,0.14,2.72,25.91,0.88,15.24,0.12
2511,DLO,,,,,,,
2512,DLTR,0.86,0.06,6.83,31.97,0.9,2.73,0.02
2513,DORM,0.73,0.11,5,27.69,0.78,4.69,0.03
2514,DOYU,0.9,-0.03,2.92,,0.3,1.51,
2515,DRTT,2.15,-0.12,,,0.69,16.8,0.01
2516,DSGX,1.08,0.19,0.98,11.16,0.92,2.79,
2517,DSP,,0.1,,,1.08,3.35,0.09
2518,DUOL,,,,,,,
2519,EBAY,1.13,1.13,4.52,5.54,0.94,4.39,0.04
2520,ECHO,1.14,0.01,2.16,15.73,0.94,4.29,0.04
2521,ECOL,1.19,-0.1,1.24,19.62,0.94,4.1,0.02
2522,EDIT,1.93,-1.48,-3.74,9.46,0.76,10.05,0.18
2523,EGAN,0.29,0.09,0.13,1.31,0.54,5.63,0.05
2524,EGRX,0.81,0.1,4.16,14.54,0.96,10.73,0.12
2525,EHTH,-0.15,0.07,3.89,32.36,0.97,5.41,0.1
2526,ENTA,0.41,-0.79,-4.99,21.6,0.98,18.32,0.12
2527,ENTG,1.22,0.16,3.78,10.56,0.98,2.14,0.01
2528,EPAY,1.32,-0.03,1.22,10.22,0.92,6.37,0.08
2529,ERIC,0.14,0.08,0.87,3.25,0.1,0.85,
2530,ERIE,0.4,0.12,6.16,23.11,0.37,12.78,0.04
2531,ERII,1.26,0.26,0.38,3.25,0.56,4.03,0.05
2532,ESPR,1.1,0,-5.23,-10.29,1.08,14.35,0.5
2533,EVOP,1.72,0.02,0.99,-14.88,1.07,5.24,0.02
2534,EXLS,0.96,0.1,4.41,21.66,0.97,4.79,0.04
2535,EXPE,1.77,-0.45,5.9,10.52,0.99,7.14,0.11
2536,EXPO,0.37,0.23,1.86,7.25,0.92,5.11,0.02
2537,EXTR,2.0,0.0,0.75,0.28,0.83,9.27,0.06
2538,EYE,1.74,0.07,1.2,10.9,1.17,15,0.08
2539,EZPW,1.48,-0.08,0.35,11.95,0.91,13.79,0.14
2540,FAST,1.26,0.15,1.71,4.85,0.8,5.39,0.03
2541,FCCO,0.71,0.26,1.81,17.63,0.55,1.16,0.0
2542,FCFS,0.78,0.07,3.58,31.47,1.01,4.81,0.04
2543,FELE,0.97,0.09,3.23,18.56,0.82,5.05,0.02
2544,FEYE,1.15,-0.19,0.47,3.02,0.92,4.94,0.08
2545,FFIC,0.89,0.25,2.35,20.23,0.72,4.99,0.01
2546,FGBI,0.48,0.25,1.86,18.1,0.09,2.95,0.0
2547,FGEN,0.92,-1.35,-1.94,4.03,0.75,4.31,0.07
2548,FIBK,1.14,0.3,2.84,31.07,0.78,4.14,0.08
2549,FIVN,0.49,-0.09,1.18,2.15,0.99,4.55,0.05
2550,FLGT,1.51,0.54,3.5,27.65,0.36,5.99,0.28
2551,FLIC,0.58,0.37,1.83,17.16,0.58,3.65,0.01
2552,FMBI,1.22,0.23,1.45,21.22,0.83,5.31,0.03
2553,FNHC,0.93,-0.27,0.62,11.53,0.5,3.83,0.03
2554,FOLD,1.18,-0.9,-0.53,0.94,1.05,10.6,0.11
2555,FORR,1.07,0.03,1.98,10.05,0.59,17.4,0.05
