,Recent headlines and conversations for MDT,Polarity
350,"AXSM (MC $85 M)(Cash $50 M) 5x BIG Phase 3 in various indications targeting large Markets with first interim results in Q3 2017 = 2000% POTENTIAL..UNKNOWN LOW FLOAT GEM !!!Undiscovered and massive undervalued Biotech Stock with lots of Big News on the way.This Stock is brutally undervalued with a Market cap of just $85 million and $50 million in cash .Founder and Ceo is the larget shareholder holding over 7 million shares (30%) more than 50% of O/S is owned by Insider and Institutions which is a great sign .This undiscovered stock could be the next 10 bagger gem if just one of their 5 ongoing Phase 3 programs is successful .GLAxsome (AXSM)Market-Cap: $85 MillionCash: $50.6 Million(cash runway into the first quarter of 2019.)Price:$3.70Shares Out: 23 MillionAnticipated Near-Term Clinical MilestonesClinical Trial Initiations: -- Phase 2/3 clinical trial of AXS-05 in AD agitation (2Q 2017)Clinical Trial Readouts:-- Phase 3 COAST-1 trial of AXS-02 in knee OA associated with BMLs, interim analysis (3Q 2017)-- Phase 3 CREATE-1 trial of AXS-02 in CRPS, interim efficacy analysis (4Q 2017)-- Phase 3 STRIDE-1 trial of AXS-05 in TRD, top-line data (1Q 2018)New Presentation Aprilhttp://phx.corporate-ir.net/External.File?item=UGFyZW50SUQ9NjY0Mzk1fENoaWxkSUQ9MzcyMTk4fFR5cGU9MQ==&t=1HUGE Pipeline targeting Billion Dollar Markets:http://axsome.com/wp-content/uploads/2016/11/Axsome_Dec2016_Pipeline.pngAXS-05 Treatment Resistant Depression in Phase 3 -(Only 1 approved drug for TRD = unmet medical need. 3M patients in the U.S.)AXS-05 Agitation in Alzheimer’s Disease in Phase 2/3 -(No approved medication = unmet medical need. 2M patients in the U.S.)AXS-02 Complex Regional Pain Syndrome (CRPS) in Phase 3 (Orphan+Fast Track Status) -(No approved drug = high unmet need. 80,000 new cases per year in the U.S.)AXS-02 Knee Osteoarthritis (OA) with Bone Marrow Lesions (BMLs) in Phase 3 (SPA & Fast Track) -(7M patients in the U.S.)AXS-02 Chronic Low Back Pain(CLBP) with Modic Changes (MCs) in Phase 3 -(1.6M patients in the U.S.)Major ShareholdersHerriott Tabuteau, MD 7 351 729 38,4%Fidelity Management & Research Co. 2 361 625 12,3%JPMorgan Asset Management (UK) Ltd. 1 432 456 7,48%Mark Coleman, MD 647 998 3,38%BlackRock Fund Advisors 426 837 2,23%Stifel Trust Co., NA 415 279 2,17%The Vanguard Group, Inc. 272 189 1,42%Lombard Odier Asset Management (USA) Corp. 250 000 1,31%JPMorgan Investment Management, Inc. 156 625 0,82%SSgA Funds Management, Inc. 134 688 0,70%",0.9989
351,"$109.70 is not the top by a long shot, so stop selling you fools!",0.1104
352,"The current analyst composite est on Yahoo is $1.06 EPS for Q4 compared to $1.54 last year. Under the circumstances of C-19 I think it looks pretty good. MDT must have had good sales in February going into April which must have been down big. The next Q is what will Q1 and FY 21 ending 4/30/21 look like. I have to assume that MDT will come in at or higher than the $1.06. In May of 2018 Mike Weinstein joined MDT in the CFO office as a Sr VP working on investor relations and corporate structure. He had been at Morgan Stanley as an analyst for 20 years and folled medical device makers. Since then the guidance MDT provides the analysts has resulted in actual EPS beating the composite est at + 2% - 5%. It's going to be interesting, let's see what happens.",0.9682
353,We need 1 million respirators this should explode next week,0.6043
354,Well there should be a new floor,0.4678
355,Will buy again if it goes down. No matter what,-0.367
356,This is a perfect example of what I posted prior to the buyout of MAZOR. MDT salesforce had the US market lead for sales and they produce NOTHING ! They sandbagged the sales volume so that MDT could steal MZOR. The buyout offer was a JOKE !!! Someone should look at this...,0.8606
357,can we brake 100,0.0126
358,i have to wait to add,0.3292
359,i see 90s,-0.0018
360,No replies w/one min. to the final hour...,-0.241
361,"Dear Medtronic CEO,You know my ability to promote your stock values.If you promote my brother Joe in China Medtronic to U.S. Medtronic, I will help to promote your company share prices.Trust me.He wants to work in U.S.A. Medtronic. You help him and I will help you.",0.9788
362,"Ford Equity Research upgrades MEDTRONIC PLC from 3 to 2.BY Investars Analyst Actions - private— 2:30 PM ET 11/23/2018On November 23, 2018 Ford Equity Research upgraded MEDTRONIC PLC (MDT) from 3 to 2.",0.75
363,im disappointed today,-0.2727
364,"This stock is cooking, scarey hot",-0.14
365,Five new FDA approvals for MDT products this quarter so far .,0.6313
366,MDT traded 1.2 mil shares last night - Thursday - it does appear to be under accumulation. It's a Buffett stock...,0.8387
367,"The top insiders were selling too much stock this quarter and it really hurt the PPS. Today is typical, being down $.62 thus far......",-0.3024
368,Stanley Druckenmiller just bought MDT:https://finance.yahoo.com/news/stanley-druckenmiller-sells-facebook-buys-221737164.html,0.3389
369,MDT cleans house,-0.1016
370,I'm new here.. Please give me proper guide @MDT,0.5492
371,Glad to see a bid in at $72.50 or so. Maybe a positive stream of events will take the stock higher. The EPS revision will probably tamp down any upside until we see Q3 in Feb.,0.8189
372,https://seekingalpha.com/news/3625491-walmart-and-eli-lilly-headline-bofas-top-stocks-list-for-q4?utm_medium=email&utm_source=seeking_alpha&mail_subject=mdt-walmart-and-eli-lilly-top-bofa-s-top-stocks-list-for-q4&utm_campaign=rta-stock-news&utm_content=link-3,0.0
373,this stock has me fenced! sold half of what I own today. tiring of the small teeter totter.,0.5006
374,"IMO I SEE MDT AROUND $90.00 IN FEB 2018,",-0.5873
375,"Got in at 111, got out at 115, thanks for the quick thou",0.5292
376,The volume is almost at the avg. range already just so you all know.,0.607
377,Charlie munger Jr.,-0.1659
378,"What a piece if krap stock, negative return, year to date?",-0.3859
379,News just out this hour: New by MDT aortic valve gets FDA approval. Has PPS finally bottomed ?,0.8679
380,MDT is over value.,0.2469
381,"There are two companies, which bugle my mind. $SENS & $TRXC. Both have great products, and both are in the basements. Question is why no one in their respective industries, wants to buy them? They are selling below the cost of development. $MDT $BSX $DXCM and many others, could pick them up, for pennies on a Dollar and develop them marketing wise.Private equity funds ,will not touch them, for they are not profitable on its own.Yet M&A Could work well.",0.912
382,MDT has been tanking for three days. This board has no recent comments on downward shift.,-0.6839
383,"Unfortunately Goldman put a sell rating on MDT this morning:""Medtronic (NYSE:MDT) resumed with Sell rating and $118 (1% upside) price target at Goldman. Shares down 1% premarket.""Two firms recently put on Buy ratings. It's never good when Goldman puts on a sell. The earnings release should be good -- it better be or MDT will probably shed some points.",0.9096
384,Go ahead jones lose some money bwahaha,-0.3612
385,"Nice to see they raised the dividend. MDT is one to own for the future. With joint replacement and pacemakers, it is one to own.",0.8458
386,"Glad to see MDT stabilize. The 600 series pump resolution will have a financial liability part and a fix for the pumps. As to the financial liability it's for 1 death and about 2100 injuries. Most if not all of the pumps send data to MDT so that data will be important to understand the extent of the injuries. I assume MDT will try to settle quickly with strong offers to settle quickly and avoid a class action. MDT needs to pull out the stops on offers to retain its base. As to the fix, it looks simple per the MDT Nov 21 letter posted earlier. A stronger plastic or metal retaining ring seems to be the answer. There is nothing else wrong with the pumps. It may involve mailing out replacement rings or exchanging the pumps where the ring has already broken. I assume it's student body left to get this resolved because the population of patients has to continue with MDT because they want the pump for quality of life. MDT will probably facilitate those who are fed up and want to switch. So bottom line is it's going to cost MDT some cash but the diabetes technology is not in question it's a dumb materials mistake for a retainer part. A mistake in plain sight - it doesn't even look sturdy - from a company packed with engineers. One EVP head did roll.",-0.5361
387,"This news is fake news trying to shake people out of making money, while others take their positions...",-0.2245
388,https://seekingalpha.com/pr/17606129-medtronic-approved-start-pivotal-trial-evaluate-new-extended-wear-infusion-set?ifp=0,0.0
389,Surgeries scheduled in California $$$$,-0.0397
390,Yahoo is messed up again. Articles listed this morning are 4 to 11 months old.The pending sale to Yahoo may have motivated some employees to take another job rather than wait and see what Verizon does with Yahoo.,0.8258
391,There are 3.4 mil shares short out of MZOR shares outstanding of 52.7 mil. I'd sure hate to be caught like that. Since both BOD's approved the deal and MDT already owns 15% I doubt if anyone will make a competing offer -- MDT's offer is a big multiple of MZOR revenue at $58.50.,0.9387
392,MDT has the technology to build a pen like the Epipen in a matter of a very short time and sell it for far less and make MYL look real stupid.,-0.364
393,This is by far my favorite stock in my portfolio in at 65.72,0.6865
394,Strong growth!,0.7345
395,"Theres 100k Ventilators USA, need 1M corona",0.4461
396,Over 3 times the volume they were not all sellers opportunity for sure,0.6782
397,"Why We're Seeing The DeclinesAs usual, as soon as we noticed the declines on the stocks, the CNA Finance team started digging to see what was happening. While there was no fundamental news released by either of the companies, we did find something. At the moment, there's a rumor circling social media, and it's not a good one.A search on your favorite social network will likely yield a result that has to do with Valves these companies are involved in. According to the rumors, there is a German paper stating that the valves raise the risk of death in patients that are less sick. If this proves to be true, it could be a big hit to MDT and EW. As a result, investors are reacting.What We'll Be Watching For AheadFirst and foremost, keep in mind that this is just a rumor at the moment. The fact that Medtronic and Edwards Lifesciences are both down under 5% suggests that investors aren't overreacting, which is a good thing. Nonetheless, we'll be watching MDT and EW closely for any news surrounding this story. As always, we'll bring you the news as soon as we uncover it!Update: Unfortunately this is no longer a rumor. Replacement Aortic Valves provided by MDT and EW are raising the risk of death in less sick",-0.6123
398,A core position of my portfolio and plan to continue holding for years. Offers growth and health care diversification.,0.9074
399,mdt had a diabetes problem recently and the bears are leaning on it,0.1706
400,MDT has outperformed the DOW and Stryker in the last two years:https://finance.yahoo.com/chart/MDT#eyJpbnRlcnZhbCI6IndlZWsiLCJwZXJpb2RpY2l0eSI6MSwiY2FuZGxlV2lkdGgiOjYuNDMyNjkyMzA3NjkyMzA3NSwidm9sdW1lVW5kZXJsYXkiOnRydWUsImFkaiI6dHJ1ZSwiY3Jvc3NoYWlyIjp0cnVlLCJjaGFydFR5cGUiOiJsaW5lIiwiZXh0ZW5kZWQiOmZhbHNlLCJtYXJrZXRTZXNzaW9ucyI6e30sImFnZ3JlZ2F0aW9uVHlwZSI6Im9obGMiLCJjaGFydFNjYWxlIjoibGluZWFyIiwicGFuZWxzIjp7ImNoYXJ0Ijp7InBlcmNlbnQiOjEsImRpc3BsYXkiOiJNRFQiLCJjaGFydE5hbWUiOiJjaGFydCIsInRvcCI6MH19LCJzZXRTcGFuIjp7Im11bHRpcGxpZXIiOjIsImJhc2UiOiJ5ZWFyIiwicGVyaW9kaWNpdHkiOnsicGVyaW9kIjoxLCJpbnRlcnZhbCI6IndlZWsifX0sImxpbmVXaWR0aCI6Miwic3RyaXBlZEJhY2tncm91ZCI6dHJ1ZSwiZXZlbnRzIjpmYWxzZSwiY29sb3IiOiIjMDA4MWYyIiwiZXZlbnRNYXAiOnsiY29ycG9yYXRlIjpbXSwic2lnRGV2Ijp7fX0sImN1c3RvbVJhbmdlIjpudWxsLCJzeW1ib2xzIjpbeyJzeW1ib2wiOiJNRFQiLCJzeW1ib2xPYmplY3QiOnsic3ltYm9sIjoiTURUIn0sInBlcmlvZGljaXR5IjoxLCJpbnRlcnZhbCI6IndlZWsiLCJzZXRTcGFuIjp7Im11bHRpcGxpZXIiOjIsImJhc2UiOiJ5ZWFyIiwicGVyaW9kaWNpdHkiOnsicGVyaW9kIjoxLCJpbnRlcnZhbCI6IndlZWsifX19LHsic3ltYm9sIjoiXkRKSSIsInN5bWJvbE9iamVjdCI6eyJzeW1ib2wiOiJeREpJIn0sInBlcmlvZGljaXR5IjoxLCJpbnRlcnZhbCI6IndlZWsiLCJzZXRTcGFuIjp7Im11bHRpcGxpZXIiOjIsImJhc2UiOiJ5ZWFyIiwicGVyaW9kaWNpdHkiOnsicGVyaW9kIjoxLCJpbnRlcnZhbCI6IndlZWsifX0sImlkIjoiXkRKSSIsInBhcmFtZXRlcnMiOnsiY29sb3IiOiIjNzJkM2ZmIiwid2lkdGgiOjIsImlzQ29tcGFyaXNvbiI6dHJ1ZSwiY2hhcnROYW1lIjoiY2hhcnQiLCJzeW1ib2xPYmplY3QiOnsic3ltYm9sIjoiXkRKSSJ9LCJwYW5lbCI6ImNoYXJ0IiwiYWN0aW9uIjpudWxsLCJzaGFyZVlBeGlzIjp0cnVlLCJzeW1ib2wiOiJeREpJIiwiZ2FwRGlzcGxheVN0eWxlIjoidHJhbnNwYXJlbnQiLCJuYW1lIjoiSzNTWkxPRUZVMiIsIm92ZXJDaGFydCI6dHJ1ZSwidXNlQ2hhcnRMZWdlbmQiOnRydWUsImhlaWdodFBlcmNlbnRhZ2UiOjAuNywib3BhY2l0eSI6MSwiaGlnaGxpZ2h0YWJsZSI6dHJ1ZSwidHlwZSI6ImxpbmUiLCJzdHlsZSI6InN0eF9saW5lX2NoYXJ0In19LHsic3ltYm9sIjoiU1lLIiwic3ltYm9sT2JqZWN0Ijp7InN5bWJvbCI6IlNZSyJ9LCJwZXJpb2RpY2l0eSI6MSwiaW50ZXJ2YWwiOiJ3ZWVrIiwic2V0U3BhbiI6eyJtdWx0aXBsaWVyIjoyLCJiYXNlIjoieWVhciIsInBlcmlvZGljaXR5Ijp7InBlcmlvZCI6MSwiaW50ZXJ2YWwiOiJ3ZWVrIn19LCJpZCI6IlNZSyIsInBhcmFtZXRlcnMiOnsiY29sb3IiOiIjYWQ2ZWZmIiwid2lkdGgiOjIsImlzQ29tcGFyaXNvbiI6dHJ1ZSwiY2hhcnROYW1lIjoiY2hhcnQiLCJzeW1ib2xPYmplY3QiOnsic3ltYm9sIjoiU1lLIn0sInBhbmVsIjoiY2hhcnQiLCJhY3Rpb24iOiJhZGQtc2VyaWVzIiwic2hhcmVZQXhpcyI6dHJ1ZSwic3ltYm9sIjoiU1lLIiwiZ2FwRGlzcGxheVN0eWxlIjoidHJhbnNwYXJlbnQiLCJuYW1lIjoiSzNVOEJIUzdBUyIsIm92ZXJDaGFydCI6dHJ1ZSwidXNlQ2hhcnRMZWdlbmQiOnRydWUsImhlaWdodFBlcmNlbnRhZ2UiOjAuNywib3BhY2l0eSI6MSwiaGlnaGxpZ2h0YWJsZSI6dHJ1ZSwidHlwZSI6ImxpbmUiLCJzdHlsZSI6InN0eF9saW5lX2NoYXJ0In19XSwic3R1ZGllcyI6eyJ2b2wgdW5kciI6eyJ0eXBlIjoidm9sIHVuZHIiLCJpbnB1dHMiOnsiaWQiOiJ2b2wgdW5kciIsImRpc3BsYXkiOiJ2b2wgdW5kciJ9LCJvdXRwdXRzIjp7IlVwIFZvbHVtZSI6IiMwMGIwNjEiLCJEb3duIFZvbHVtZSI6IiNGRjMzM0EifSwicGFuZWwiOiJjaGFydCIsInBhcmFtZXRlcnMiOnsid2lkdGhGYWN0b3IiOjAuNDUsImNoYXJ0TmFtZSI6ImNoYXJ0In19fX0%3D,0.1636
