,Recent headlines and conversations for NFLX,Polarity
1597,Charts show NFLX breaking out over $500 this year. Market cap is still very low relative to earnings and potential. This stock is still in the first or second inning of a great game still to come. There are few stories as exciting as NFLX. Perhaps TSLA is the other rare one.,0.8589
1598,buy IQ,0.1332
1599,"$4.99 from Apple, cancelling my netflix...",0.0631
1600,"The whole FAANG is a huge bubble ready to pop folks, NFLX will go down to $200's soon. Margin calls will come in tomorrow and Friday at a fast rate......10-20% price drop within the next couple of weeks (domino effect). NFLX is in a much worst condition than FB with a P/E ratio of over 200 but controlled selling holding it from collapsing to where it should be (slowly bleeding until it gets to $200's).",-0.3766
1601,"NFLX is really volatile!!! I've owned it since @ $100 and took profits and have been looking for an entry point. But where is the next entry point? Thought $330 might have been a good point but it fell to @ $250 and then spiked to $290 where it is now. Just can't tell where this stock is going. Analysts have been pretty negative about debt, competition, P/E, etc. Current rally may just be short covering but it is holding up pretty well. Any thoughts?",0.9362
1602,Time for 600 then 700,-0.004
1603,1 yr Price Target: $79.00,0.0165
1604,$$600 End of week!!,-0.1553
1605,"I think Netflix marketing cost is key to watchout. Their growth likely good but if marketing cost ballooned, it's serious problem. This is even before Disney and Apple Launch. So you can imagine what would happen when they launched.Netflix trying to get as many subscriber as they can before probably but again that's very risky strategy.",0.6935
1606,My calls just got in the money,0.0999
1607,It will be down 75 in the morning,-0.3387
1608,They raise their prices $1.00 a month and stock goes up $84???? What a world we live in,0.7024
1609,Hits keep on coming:https://variety.com/2019/tv/news/dracula-series-bbc-netflix-new-cast-directors-mark-gatiss-steven-moffat-1203199995/,0.1451
1610,When it starts red ends up green 380,0.0246
1611,"Susan Rice appointed a member of the board? Not surprised as NFLX is just another left-leaning company. In fact, I could care less if it wasn't for Benghazi. But I now care, and I am cancelling.",0.8878
1612,"D+ is a complimentary service geared towards children. Adults have already seen what they want to view in regards to their content and will not spend much time, if any on their library of legacy titles.New content, which NFLX is heavily leveraged, will be the driver for growth past the initial enrollment euphoria of D+Reruns of Hannah Montana will not retain viewership.",0.8688
1613,"Buy don’t miss the golden eggs train, once it’s gone, you will be standing on waiting at Netflix never returning station haha",0.82
1614,https://www.investopedia.com/news/netflixs-stock-may-rise-10-ahead-results/,0.0
1615,NFLX should buy snapchat? The growth potential will be huge,0.7089
1616,"Guys, Lets remember this is a solid Holding to keep, are we forgetting they have 117 million members in 190 countries",0.653
1617,I've never had a Netflix subscription. Probably the only one left in the US without a subscription.,0.1692
1618,"For the sake of it's future technical health, I'd like to see NFLX fill this earnings gap before crushing the $260-65 area. Yes, they had an amazing quarter in terms of new subscriptions, but, the stock is expensive as heck... The chart looks like bitcoin. careful!",0.9298
1619,"Re: spending a lot of money on Obama content, save your money!",0.4225
1620,If most of Hollywood is against the same people that pay their salaries. This is not going to end well when the liberals are trying to burn the constitution.,0.0225
1621,"Having gotten back into NFLX for the first time in almost three months, it is good to see the stellar quality of the shorts posting on the Netflix thread. It bodes well for a long trade.",0.8516
1622,Now NFLX needs to announce a split 5-1,0.4115
1623,I don't know.. but it's looking more and more dangerous to be in tech.. $fb $goog $amzn $twtr $nflx $zm $tsla,-0.6556
1624,"hey NFLX graph kinda looks like the bitcoin graph from last month, shorts will be partying starting on monday about netflix blood bath coming",0.7356
1625,FB is up and NFLX to follow! We just need 1%to break technical resistance,0.175
1626,"I am fairly new to options trading. Bought $340 Jul 20 puts yesterday. How can I get a rough estimate of where the puts will be trading post market open? Options follow the black scholes model, which I am familiar with but not too knowledgeable about (I know about delta, gamma, theta, and vega just not the mathematical calculations behind them). How would I go about mathematically getting a rough estimate of where the options should theoretically trade at market open, assuming they will open at the pre-market price (which will of course change as soon as the market opens).",0.6745
1627,"Everyone think Netflix susbcription will raise as they make more netflix orignal and so their lead increase.Simple question:-How many total Episode on Netflix Orignal Drama they produced in last 5 years:- Answer will surprise you. It's only 400. (There are B Grade Movies and Commedy shows and Marvel Orignal exclusive (Likely pulled out in 2019) l which I am not counting).In other word, if I start watNow how many shows Disney already have:- Probably 4000+. How much content Disney/Fox will generate $15B orignal.Disney also have 1000's movies. So if you have to choose between Disney or Netflix service which one will you go with? I think answer is very obvious.Netflix will continue license external content but that also mean it limit it's own and number above may not improve much.2019 coming fast and smart likely going to run before that. All this analyst pumping may be way to exit without stock price crash.",0.965
1628,"At this price and Disney price, It take over Disney in valuation. Unbelievable market and incompetence analyst who just know to add fuel.Why am I complaining. I am actually very happy because at this price it's almost risk free to short as long as I can control my greed, I will make solid profit on this.So my special thanks to trend follower and analysts.",0.9404
1629,May see 356 again......?,0.0486
1630,"NFLX is the only FANG stock you can buy at big discount at this price level.You will see $400 soon.Similarly it happened in July,2010 after missing est and then back to uptrend in one week or so!",0.8679
1631,I can't imagine Disney+ will be good news for Netflix. Strange that they aren't launching until late 2019 though. I suppose that is good news at least?,0.8182
1632,there is no bottom to this free fall until this thing is properly corrected.210.,0.2024
1633,Shorts must cover,-0.0171
1634,"I don’t see any correlation-ship between FB disappointing revenue and NTFX, two different business models. I guess it must be the FANG thing!",-0.477
1635,"As a last resort to stop cord cutting Comcast has added Netflix to it's video bundles. It will work, but unlike with cable networks Netflix will take in most of the money not Comcast.",-0.2851
1636,$385 is the target,-0.0903
1637,"$69 value based on PElets say thats' $70 and double it to $140they can play all the games, turn on the BOTsbut when Disney has 22 million shares in a couple months vs 158 million for netflix in all this timeand we aren't even considering the other competitionsooner or later that stock trades below $200 a share",0.9128
1638,I think this will bounce tomorrow,-0.0161
1639,Will start an initial buy in nflx very very soon,0.0406
1640,"Let's go ahead and split this thing now, 4:1",0.0819
1641,machine-driven trading==,0.0
1642,"All,State how many shares you are long or short now ! Don't brag later without disclosure.",0.3141
1643,NFLX once again saving my portfolio. <3,0.6292
1644,I was looking at buying some Netflix stock but the PE ratio has me very concerned. looks way over bought?,-0.0012
1645,Anyone think this is going straight to 400 from here still?,0.3279
1646,"Netflix is all about subscriber growth right now...but that does not mean it will always going to be just that. There are a thousand ways Netflix can monetize their current platform that they have not even tapped yet and I suspect the goal right now is just capture as much market share as it can. Once that growth engine starts to decline Netflix will start executing monetization on their platform. How do you know when they start? Simple look at the mature markets they are currently in and the US is numero uno on that front they will start playing around price increases and will continue until the market cannot absorb anymore, then they will play around with advertising and there are many ways to advertise on the platform without intruding on the customer experience. You will also start seeing licensing come into play on their hit shows and that folks is not just T-shirt, caps and toys......you will start to see theme parks and network TV. NOW MULTIPLY THAT PROCESS TO 180 COUNTRIES IT IS IN",0.978
1647,Netflix outperforming the market and other fangs this week. This could be the start of something good.,0.7392
