,Recent headlines and conversations for MCD,Polarity
853,"I love CFA, but for morning routine, I think MCD pretty much mops everyone else up.",0.874
854,Why?,0.0413
855,why such a high pe?,0.3871
856,Very expensive company for declining revenues of 20 billion.,-0.2464
857,newbies uxin calls quick nvta dvax adma vxrt srne solo athx,0.0416
858,"up $15,4 billion, that's $15,400,000,000on earnings that happened a month agoearned $5 billion last year;;;;;;;;;;;;;;;;;;;;Its up $10,000,000,000 more than last years earnings since the earnings reportand a recession will start sooner than you think, the data proof comes later",0.5234
859,"Hey MCD leave Easterbrook alone. He clearly was ""driving"" employee satisfaction and the relationships were clearly consented mutually. You prudes are wasting shareholder money in an attempt to claw back money that is not yours. You gave it to him with a golden parachute and the board is just jealous they were not getting some. Bunch of $%#@ing morons!!",0.8251
860,"Fat Hilary Clinton, loves her daily 5 Quarter Pounders.",0.5824
861,Uh on. MCD is up. Guess that means that the early market gains will turn red by the end of the day...We'll see if the mirror McDonald's theory holds up to empirical testing!,-0.1831
862,Drop to $180 today,-0.2056
863,"$200 is only 7.5% away, div hike of 15% for an added payday.",-0.0046
864,No action - no interest - wake me when it goes up !!!!!!,0.5753
865,"Based on the Peter Lynch chart, the stock appears to be overvalued.https://finance.yahoo.com/news/robert-olsteins-top-5-buys-172243995.html?.tsrc=fin-srch",0.2881
866,Why drop Cheeseburgers on the Happy Meal if they are adding to the profit of MCD. Let the customers decide as whether or not they want to eat healthy or not.,0.8779
867,"Now I see the pattern. When the tech stocks take off, people use MCD as ATM to fund the risky asset purchases.",0.4608
868,198 by Friday,0.0812
869,Total about 800 million shares; about 6 million traded - not even twice the average yet. So who is selling?,0.6023
870,"Unreal that a research firm says sales are down and the stock sells off. Well, common sense tells me that any MCD in the hurricane area is going to be BUSY because any woman who has clean up to do after the hurricane is not going to be cooking. Someone in the family will run to MCD to pick up something quick and the mother/wife won't be cooking again until things are put straight around the house and yard. Unreal the sell off based on some research firm.",0.9737
871,PUMP IT UP....BUY BUY BUY...EVERYTHING IS GREAT AGAIN......,0.6973
872,Approaching resistent,0.0
873,Took the grandkids to McDonald’s today. Told them Papa owns the place—have all you want—-and up we go!!!,0.4273
874,"How much do y'all think revenues will decrease in the coming quarter? It's a pretty stable trend, don't y'all think?",0.7568
875,MCD reached a 52 Week low at 173.84,-0.1464
876,"I like netflix but, the party is over.It's too expensiveApple launching streamingmiles above the moving averagesupport at $300too much debt",0.8235
877,If MO can go from 75 to 39 this pos can go from 215 to 70.,0.4157
878,Sometime you need to just stick a few McNuggets up your #$%$ like Dan Dakich does,0.8226
879,Stock has not been acting well of late. Which way it goes after earnings is anyone's guess.,0.3547
880,10yr note is near 2.4%,0.1362
881,Wow this looks very bad,0.0999
882,My puts did it big money,0.1711
883,me want big mac.,0.4085
884,Uh oh. Parasitic. Salads.,-0.2683
885,I had a colonoscopy and they found 34 $MCD French fries wedged in my colon. Do these things not break down in your gut?,-0.7231
886,Goldman Sachs Stock (GS) is tanking again today has dropped 10 points in the last 10 days and JP Morgan is also red todayWhat do these insiders know that you don't ?Is it the fact credit card revolving credit is dropping ?or the fact that house sales are slowing as mortgage rates increase ?or is it all the dept stores and malls closing resulting in less traffic to mcdonalds in the areas ?Or is it the largest auto loan default in history ?hmmmmmmm,0.3296
887,Time to get greedy,-0.295
888,Mcds taking advantage of Lent with the expensive 2/5 deal besides we are in the middle of a world pandemic. Thanks Mcds for your opportunist greed again!,0.4811
889,"Ususally bad jobs numbers pushes MCD down, as it means less customers. They decided to push the price up though.",-0.4643
890,"mcd was trading like a high flyer last year, look at its growth last year it was like a fb or msft, now it's back to normal, if you think it'll take a couple weeks for it to go back to its old ways think again, the fact that it did not participate in the rally from the February selloff said a lot.",0.8934
891,new here whats lowest sp for mcd with this news,-0.2009
892,MCD is Just way overvalued- Small correction,-0.345
893,Large fries matters!!! Ozsc !! ,0.3163
894,cup and handle sending this to 230,0.5442
895,I am considering purchasing some MCD stock. How does it hold up on a down market? The turd in chief is going to do some real damage.,-0.7193
896,will be green at the close bell today.....:),-0.1545
897,I cannot believe California Pizza Kitchen file bankruptcy. The one near my home is always busy even at late hours.,0.6721
898,"I added more MCD to my portfolio recently, great company.",0.7336
899,"Got to love MCD DIVIDENDS. The stock may not run up and down like a lot of the popular momentum stocks, but investors can count on those quarterly payouts, whether market is good or bad. ",0.717
900,Ok this is getting stupid. How can bad news happen so frequently RIGHT AS I BUY!? Well I guess I'd better enjoy my dividends the next decade. What a joke.,0.8211
901,Picked up Wendy's in late March....have almost tripled my money.,-0.0606
902,I always take my dates to MCD for filet of fish and get a sundae to top it off. Get lots of action when the sundaes are gone,0.359
903,"'It's official....the Death Cross has crossed for the S&P...(if that makes sense)"" Technical Analysis Fri 7 Dec 2018 14:57:24 GMT Author: Greg Michalowski | death-cross50 day MA on S&P crossed below the 200 day MA",-0.7151
904,McDonald's shares are trading higher after Deutsche Bank upgraded the stock from Hold to Buy and announced a price target of $244 per share,0.7891
905,This is going to 220 according to my extensive Modigliani analysis,-0.0573
906,Why not up??,0.349
907,"It seems to me the PE (though extremely high) is depressed by buybacks, which appear to be derived from debt. Seems like the stock is being manipulated in that sense by management and thus is not sustainable. The 52 week low is 156. Its up 42% in a year and is growing at les than 10%.",-0.5278
908,"Earnings miss, upheaval in the C-suite and high debt. Sell your shares so that I can buy them lower.",-0.016
909,MCD is doing way to good to sell it . Hold.,0.479
910,Just a wild guess that they'll close at a record high of 193 today.,0.5455
911,Wow down $4 pre-market. Buy it here.,0.496
912,Byron and team shook down GM. Not it's MCD's turn.,0.1609
913,I am loving it !! 220 + 30 days !!,0.727
914,Troops got to hold this level..195,0.014
915,junk food ...,-0.3643
916,"Market up $483.00 and MCD down .50, what am I missing when sales are up, costs are OK, cutting labor costs with kiosk's and dividends about 3%???",0.2621
917,"Closed the office today at noon with a $MCD lunch. We had Filet o Fish, fries and pies for all. Some of our staffers put Chiracha on the Filet o Fish, was pretty good. I noticed two of our call center female staffers weren’t practicing social distancing when they left and jumped in the back of a Chevy Van. Might have to talk to HR. Maybe a hot shower will wash off the Wuhan.",0.8746
918,Ha Ha! Look at the piece of garbage tank! My fresh new puts at $23.72 mark doing just fine!,0.7472
919,"panic sellers gave a great chance to buy right before ex date, no way it's not going up before close",0.5251
920,Another undervalued stock. Going computer has slowed it down not speed it up.Worth $200.00 a share. Trading under $190.00 a share.Shareholders use your brains and get buying.,0.3996
921,If we have martial law will they still bring back the Mc Rib?,0.1357
922,"Just take a look https://mcdonaldscorporation.gcs-web.com/news-releases/news-release-details/mcdonalds-reports-second-quarter-2018-results 12% lower revenue, lower operating income 1%. This shows you that its nothing but accounting tricks.This whole market is built on accounting tricks and they will burn President Trump the same way they burned President Bush.",-0.8667
923,"Americans continue to give up their freedom, living in basically a police state, while waiting for McDonalds to close their business and do their patriotic duty in the fight against this virus. NOT ESSENTIAL ""FOOD""!!!",0.8536
924,"A 3 cent miss, and a continued downward revenue trend compared to same quarter last year....and it’s up $6 per share?",0.5772
925,Buy all you can this stock is going to 250,0.3913
926,Any chance that #GOOG will buy #MCD?,0.3152
927,"Why not have an array of ""vegetarian"" dishes? I think that would bring in tons of millennials!",0.1895
928,why?,0.0413
929,"The foxes are not aware of the sheep flocking to McRib, Chicken Tenders and McCafe beverages. They will become sheep too.",-0.0272
930,"Is it just me, or has McDonald's menu devolved into a collection of fried garbage? Where are the grilled chicken sandwiches? What about the grilled wraps? Salad, anyone? It's pure garbage now. I used to like this stock. Not any longer.",0.6482
