,Recent headlines and conversations for CSCO,Polarity
1079,FUTURES TRADER13 hours agowith the market closing green it seems traders may already know the election resultsmitch will remain in chargejoe and kamala will answer to mitchstay away from Vegas... my friend,0.2668
1080,have you guys taken a moment of silence and thanked Mr james earl ray ???? a real hero snicker maga,0.873
1081,they're calling joey b the tech wreck,-0.4491
1082,Joe shows what real winning is.Cheers.,0.8039
1083,"Joe wants to shut down the credit bureaus, says it discriminates against POCs. That's mighty racist Joe, to assume that all POCs have bad credit.",0.0273
1084,"Joe, everyone is saying you can build back better. Is this true?",0.8996
1085,'Do we need to pay for bridges?' Rick Scott opposes infrastructure in COVID stimulus bill,-0.254
1086,Maria Shriver reacts to Andrew Cuomo's apology: 'Will that be enough?',-0.1138
1087,will the maga sedition and failed attempt to stop transfer power have implications on companies like CSCO?we have a former president to this day is still inciting mobs by claiming he won an election and was robbed,0.6787
1088,when i am in Cancun drinking Mai Tai's I use Cisco WEB X to talk down to Americans,0.32
1089,joe finally released his covid plan,0.7155
1090,Massive!,-0.0909
1091,i bet fredo would mentor meghan ?????roflmao,0.3176
1092,Nice selfie Nr.,0.4215
1093,Kinda juvenile ya think Tweekie?,0.0426
1094,Wait till Joe and dems raise taxes... it'll be the cherry on top of the disaster.,0.3923
1095,Joe Carter,0.5853
1096,May see green today. Does anybody think $45 is possible by the end of the week?,0.1373
1097,The Swing States must have been more successful at the voter fraud.,-0.2109
1098,will Dusty have to be waterboarded to break the cult cycle? he is he to far gone?,-0.2938
1099,Tens of thousands of troops for a virtual Inauguration? They don't see it coming. This is going to be great!,0.6558
1100,"Can do vs. Can’t DoFlorida (Repub Gov) vs. Calf (Dem Gov)Florida – Disney open, schools open, business openCalifornia – Disney closed, schools closed, business closed People moving into FL vs. people running out of CA",-0.325
1101,Supreme Court Do Your Duty and Look at the Evidence!!!,0.775
1102,It will be nice to have a First Lady who speaks English again.,0.6287
1103,"Absolutely a buy before earnings. This company is evolving to be a part of the 5G revolution. Long term hold, plus dividends",0.8186
1104,mars10 seconds agoTrump will face massive 'financial damage' when he is buried in lawsuits and indictments: MSNBC legal analystAnother unsolicited opinion from a demtard lolHow many times have we heard this yet Trump continues to line better than 99% of the country.,-0.2898
1105,This stock has been a looser for last year or so. I regret holding this LOOser for that time during which other tech companies have been thriving 2X or 3X.,0.3226
1106,Fantastic new Dow high.Let's celebrate,0.8246
1107,Why do the home bois here say they’re rich But then say we owe them ???,0.7941
1108,"Hey SnowRooms...ByeHen said the checks will be in accounts by the weekend....well the wife and I checked and still NO CHECKS.... we want our $1,400 now....and so do the NEW DEMOCRATS coming from down South....and Thank You for putting the expense on YOUR TAB....(Natl Debt)...gotta go....going to be in the 80's all week in FL.....gotta play (with your $$)",0.6359
1109,Obama is flying Air Force One to Marthas Vinyard as we speak....I am told by a friend in Nantucket.,0.2744
1110,Yeah baby Look at those nasdaq futures Joe is being referred to as The tech wreck,0.6445
1111,Made my first purchase today and feeling good about holding this long term.,0.8914
1112,joe why aren't you sending out the 2000.00 ???the residents in the new country of CHOP are furious and starving you promised them 2000.00,-0.4036
1113,B1ll Ga_tes says 'all rich nations should move to 100% synthetic beef' to combat climate change --------------------------------------------hey SnowRooms...another assignment for you.... what resources needed to feed 'rich nations' with synthetic meats.....with a world population of 7.8 billion...do the calculations for about 1 billion people...the others can have the meat that we will no longer use...,0.4445
1114,Youz snibblin Willum? Youz be snibblin? Hope So!!!,0.632
1115,"Gas, Coal, and Nuclear... Doesn't mind the cold, runs at night, and could care less about wind.Leftist have FUBAR energy. Time for that to change.",0.1169
1116,It will take the GREAT President DJT to rescue us from the 4 year horror that is just beginning.,0.6744
1117,i think the reason tech stocks fail under demtards is because tech looks into the future and most demtards have no future snicker,-0.6594
1118,"Joe: Nuclear Codes, anyone know what they are or why they want to take them from me?",0.7162
1119,Algos in this morning's trade. Earnings estimates need to be raised. Buy.,0.2201
1120,Had any Top Posts lately Mares? Jess Wondering?,0.4606
1121,Quiet in here. Break time must be over at the Walmart. Poor wreekie.,-0.3556
1122,Those complaining about income inequality will spend the 1400On booze drugs and and 300.00 tennis shoes while using their EBT cards at Walmart,0.3612
1123,Kamala can't wait for Joe to not be the president any more.,-0.507
1124,"CY9 minutes agoMasa, mars, and jack, the Pump Boys, miacy they couldn't trade baseball cards",0.1574
1125,"If you say you’re for the US Constitution, but also support CONfederates, then you have no clue about the Constitution.",0.5047
1126,"Mares I noticed in your earlier post you put GME I have to tell you, you’re always in the best stocks at the right time You must be the greatest trader In The country Roflmao",0.938
1127,Have a little respect DWEEB!!!,0.6162
1128,"Why, during a pandemic, does Bidung waste one second on enriching the lives of illegals?",-0.175
1129,"Another Saturday nightand dems ain't got nobodythey got no money cause the rubes been playedoh, how they wish they had some one to talk tothey're in an awful way",0.2204
1130,"Isn't it great, we GROT.",-0.5266
1131,"When it comes to cancel cultureI wonder what folks saw back in the 1300s that caused them to coin the word 'deviant'?I doubt it was anything remotely related to haggis, even though it's bizarre",-0.4682
1132,But I wants to post da pictures!!! DUH!!!,0.72
1133,whats a good dip buy? 42?,0.6903
1134,"it's really sad what joe did to our market told you guys, his only income inequality plan is to break everyone",0.3637
1135,If we drop some more tomorrow I will buy 25 percent of what I did today. I did the same with IBM after its miss and I'm about to make money on the investment.....and if you recall IBM got slammed over 10 dollars the two days of and after the miss. It was way overdone and the same for Cisco.,-0.3395
1136,"According to Customs and Border Protection, in February alone, more than 100,000 illegal immigrants were encountered along the southern border, contributing massively to the imposing total of more than 296,000 immigrant encounters in the first four months of the fiscal year.John Modlin, who is in charge of Border Patrol’s Tuscon, Arizona, sector, said on Sinclair’s “Full Measure with Sheryl Attkisson” March 7 that “if the flow continues at the rate it is here, by the end of this fiscal year, we will have surpassed ’18, ’19 and ’20, all combined.”",-0.6154
1137,"FUTURES TARDER 2 hours agoCharles2 minutes agoSen Josh Hawley (Q-MO) Told to take his feet off his desk. Schumer told him “this isn’t Missouri, take your feet off the desk, and for Gods sake put some shoes on”",-0.1185
1138,Even the pot stocks are crashing and Mexico just legalized Joe is a failure,0.2321
1139,Remember when he tried to trade Puerto Rico for Greenland? I'll bet those Americans were impressed by that,0.677
1140,Joe lied about reopening schools.,0.3395
1141,"I sold off this LOOser after holding it for 1yr. Lost a lot of $$. I could have invested in a better company, but it was my big mistake.",0.0407
1142,All Flags to Half Staff for the next Five Days in honor of those lost to Covid.,0.277
1143,"So, employers couldn't hold on to these.9M until bidet does something?",0.0369
1144,Our new POTUS has created quite a crisis. The surge to our wide open southern border has turned into a tidal wave.- Thy Willby Dunn,-0.2419
1145,CPAC starts tomorrow. Should be somber . The theme this year is “Overcoming Loss. The four stages of Grief”,-0.6045
1146,The Bidung administration doesn't know the meaning of transparency.,0.197
1147,It was a huge Legislative Win for President Biden and the American People.,0.7378
1148,DOJ going to be real busy this year.,0.1554
1149,Not claiming.Is.Cheers!,0.123
1150,"Do you demtards realize that the 1.9T is our tax dollars, and Joe will raise your taxes to pay for that stimulus? hahaha.",0.8224
1151,Nice selfie Mares,0.4215
1152,Csco takes a dump right after its earning report ! Usually hovers around 40-43 for 2.5 months & starts moving higher 2 weeks before earnings & the cycle repeats itself! That’s been the way for the last year so I sold yesterday! Glad to be out !,0.7182
1153,I like that all the arrestees are telling everyone how they didn't mean anything bad to happen...Moral of the story....... If you cant do the time dont do the crime......,0.6965
1154,"If your standards are not immutable, then you have no standards...and that is CHAOS",-0.7306
1155,"According to Variety, the ratings are in.....Donnie boy finished a distant second to the International Dog Show",0.4711
1156,"What has Joe accomplished? I mean for Americans, not for foreigners.",0.796
1157,$TSLA started tanking as soon as Joe took office. Why do you suppose that is??,0.6377
