,Recent headlines and conversations for GS,Polarity
488,"realityhat has made it particularly difficult for Orthodox Jewish survivors to come forward is a pervasive communal attitude that informing on a fellow Orthodox Jew to the secular authorities (mesirah) is a crime worse than the alleged abuse. Rabbis tell us that we are obligated to ask them for permission before reporting sexual abuse. Agudath Israel, which lobbied fiercely against the Child Victims Act, has since 2011 maintained that as their officially stated policy. Many people who have nonetheless come forward, braving the inevitable backlash, have lost their jobs and homes, their children have been expelled from their schools, and many have experienced a complete ostracism from their communities.With the opening of the lookback window, however, we as a community will have the opportunity to truly reflect on the crimes we’ve enabled, and commit to meaningful change. Already lawsuits are being filed against many major institutions across the Orthodox Jewish community, from the Modern Orthodox Yeshiva University to ultra-Orthodox Hasidic institutions. The survivors filing those lawsuits are well aware of the social costs of their actions, but they’re nonetheless pursuing justice because for them, living without it is not an option.Survivors of child sexual abuse often struggle with depression, addiction, self-harm, eating disorders, difficulty forming and maintaining healthy relationships, PTSD, anxiety disorders, and suicidal ideation. That’s been no different in the Orthodox Jewish community, it’s just been well hidden. Survivors who struggle with addiction, or question their faith, or underperform at school, or suffer from mental illness are often discarded by the community, blamed for these issues they face as though they’re deliberate unprovoked rebellions, rather than recognizable reactions to trauma, and once othered by the community, no longer considered the community’s responsibility.Well, now, we’re afforded an opportunity. The lawsuits are coming whether we like it or not. The truth will be in the media whether we want it to be there or not. Institutions will be paying out settlements and judgements whether they want to or not. Whereas the community was previously afforded an undeserved boon by New York’s former statute of limitations for child sexual abuse, which cut off a survivor’s access to justice at age 23, allowing community leaders to exert pressure on survivors until they reached that age and then breathe easy knowing they’d gotten away with it, that’s no longer the reality in New York State.The Child Victims Act, aside from opening this one-year lookback window, extended the criminal statute of limitations for child sexual abuse to age 25 for misdemeanors, and age 28 for felonies, and extended the civil statute of limitations to age 55. While rabbinic leaders may have previously been successful in coercing survivors into silence until age 23 — by threatening their marriageability, their parents, their placements in schools — will they be able to maintain that stranglehold when survivors have until age 55 to file a civil suit going forward?We as a community can either resist this change and fail, losing not only money but any shred of respectability and credibility we have as a moral, God-fearing, Torah-observant community — or we can take this opportunity to stop supporting abusers, stop coercing victims into silence, accept that we’ve sinned grievously, make reparations to the survivors of these horrific crimes, commit to supporting them in the future, and never again allow institutional or communal concerns come before the fundamental safety and wellbeing of our children.The choice is ours.Asher Lovy is the director of community organizing for ZA’AKAH, an organization dedicated to advocating for survivors of child sexual abuse in the Orthodox Jewish community.GIVE TODAYSUPPORT FEARLESS JOURNALISM Join thousands of readers and give today to help fund the Forward’s reliable reporting, intelligent analysis, and a Jewish voice you can trust on news, culture, lifestyle and opinion. Thank you for making a generous donation now. RecommendFacebookTwitterAuthorAsher LovyEmailFacebookTwitterNewsFast ForwardBreaking NewsIsrael NewsNationalWorldCultureArtBooksFilm & TVMusicTheaterLongformSh'ma NowOpinionIsraelWorldPoliticsSpiritualityNationalLettersEditorialScribeBatya Ungar SargonJane EisnerJ. J. GoldbergPeter BeinartLifeTravelTechStyleFaithFamilyFoodThe SchmoozeThe SisterhoodShiva GuideGamesYiddishMoreEventsSisterhoodWondering JewMy Heretical YearGo Forward travelVideoGiveAdvertiseSubscribeView all newsletters Copyright 2019The Forward Association, Inc.All rights reserved. | Contact | Privacy Policy | Terms & Conditions | Trademarks | About | JobsYou're reading 2 of 4 free articles. Want",-0.8845
489,No bullseye on my back I made good choices and reaped the benefits I thank my God,0.8202
490,"So, Donnie's attorneys have NOW conceded...That there was ""Quid pro Quo""...And Donnie DID want Bidens investigated...For releasing Congress approved aid for UkraineAnd Dershowitz changed his mind...He no longer takes the approach of a legal crime...But claims, that Donnie's acts...Are NOT IMPEACHABLEAnd he is ""Constitutional scholar/attorney""?Doesn't Abuse of Power include EXTORTION...And include asking FOREIGN governments to interfere in our electionsThis needs to be questionedIn addition...When Donnie has claimed multiple times...That it was a PERFECT CALL...And there was NO Quid pro Quo...Has he REPEATEDLY lied to CongressAnd to THE PUBLICFolks have been TERMINATED from employment for lessYES THERE IS A STRONG CASE FOR REMOVAL...But I'd rather have him for rest of his termThan PENCEHe is easier to beat in NovemeberAS A DECEPTIVE LIAR AND CON-MAN",0.9428
491,Expected solid earnings from REAL bans...Especially with Consumer debt volumes and margins...BUT...This could be the LAST HURRAH...As the consumer spending...And consumer borrowing...Decline...And Consumer Loan Losses...IncreaseAnd wait for earnings from...Industrial sector...WILL BE PALE relative to prior years,0.0665
492,I DON'T KNOW ABOUT YOU GUYS DURING THE FINANCE CRISIS I BOUGHT GS AROUND $67 THEN WENT UP TO $120 THEN I SOLD AND THEM WENT UP CLOSE TO$200,-0.8372
493,https://www.youtube.com/watch?v=bl6voEoQ9WQ,0.0
494,Major Breaking: Real Clear Politics Just RECINDED Biden's Status As President-Elect Due To All The Legal Questions Raised By Irregularities Which Have Been Discovered In The Pennsylvania Vote Counts...,0.0672
495,Nutty at the White House...Last FREE trip to US...And guess what...He will be joined by Javanka...BOTH NEED WINS of some sortBEFORE THEY ENTER Minimum Security PrisonsKosher meals served,0.8836
496,"Biden only promised that he would pick a 'Woman of Color' as a VP, he never said that the color couldn't be a rainbow...",0.799
497,"Donnie SO BADLY wants his name in history...Well...His desires will be met...Though NOT how he had hoped to be rememberedIMPEACHEDOf course, he could STILL RESIGN...And be remembered for POSITIVES...JOBSAnd ECONOMYHe says he's a smart guy...Lets see how smart",0.8095
498,New 52 week low,-0.1533
499,"TRUE OR FALSE???????????????JERUSALEM — President Donald Trump says he is not sure that Israel is interested in making peace with the Palestinians. In an interview published Sunday in the Israel Hayom daily, Trump is quoted as saying the Palestinians “are not looking to make peace.” But he also questions Israel’s interest in striking a deal, saying “I am not necessarily sure that Israel is looking to make peace.” He says Jewish West Bank settlements “very much complicate” peacemaking. The president spoke to a paper owned by American billionaire Sheldon Adelson, a Trump backer and staunch Israel supporter. Trump’s approach toward Israel has appeared to be more lenient than with the Palestinians, with whom he has tangled ...",0.9859
500,Running out of financials.... “ETF Investors Hasten Financials Exodus as December Slump Deepens”Bloomberg Vildana Hajric and Carolina WilsonBloomberg,0.3513
501,Will banks lose business and clients once digital currency becomes widespread?,-0.3917
502,"stock market trading volume going down year by year, stock market should shrinking 50%, so gs will down to $50 per share, l think Fed will cut to 0, 0 rate will long-term forever, it doesn't need bond market, all companies and government can sell bond themself, sell stock themself, it doesn't need investment banking, this is world's future,",0.2783
503,No weapons of mass desreuction no iran haunting israel just paranoia and truma surfacing and severe exoenses to pay for their security,-0.8531
504,"Trump says investors should sue ABC News. Experts beg to differPeople who lost money when the Stock Market went down 350 points based on the False and Dishonest reporting of Brian Ross of @ABC News (he has been suspended), should consider hiring a lawyer and suing ABC for the damages this bad reporting has caused - many millions of dollars!",-0.3039
505,As we learn more about...Who borrowed from SBA's PPP program...At 1% interest...There are MORE PUBLIC firms...And other LARGE PRIVATE companies with THOUSANDS of employeesThan only a minority of Mon and Pops...Or Small companies with up to 500 employeesNo wonder that money went so fast...BIG Banks complicit with their COMMERCIAL customers...Borrowing $Million+ size loansWill Donnie and Mnuchin SHAME THEMInto returning the borrowed monies...So the REAL Small Businesses...Can get the loans to SURVIVE...And take care of their employeesI DARE THEM TO TAKE NAMES,0.3926
506,No buybacks to save the day for financials for 2 weeks. Here comes sub $220,-0.1228
507,Barrett Sold his soul to Trump for a few dollars,0.0611
508,lets go for $235 before eod,0.0279
509,THERE lS NOTHlNG TO FEAR ALBERT... SOON THE NEW WORLD ORDER WlLL TAKE lT`S FlNAL FORM AND YE SHALT BE EXALTED ON HlGH... MATEO,0.3715
510,"Why is Joe always SO angry. He scowls and spittles throughout every short speech he gives. I know the dude has a bad temper, but imagining four years of scowls is kinda depressing. If he wins perhaps he will give that #$%$ smile"" they show of him in every photo w/Hunter---that smile that says"" boy did we just put one over on them""--you know the photo I am talking about.",0.9526
511,MANAFORT TRUMP AL CAPONE ONE OF THE SAME,0.1646
512,"The Donald picks 'Dead-Man-Walking Kudlow' to be his Chief EconomistThey have a lot in commonBoth were TV personalitiesBoth are familiar with BK proceedingsIn case you have a short memoryRecall Donald's Taj Mahal Casino, Trump Airways and other venturesAnd Larry Kudlow (the Chistianized Heeb) was Chief Economist of Bear Stearns at time of BKThe shuffling by Donnie...To get to...ALL THE PRESIDENT'S MENAs Mueller gets closer with proof forIMPEACHMENT and RESIGNATION",-0.8519
513,Outflow of tech stocks small rotation into financials JPM and Wells starting to move GS inflow just starting,0.2191
514,"Navarro preparing forSECOND Donnie term...2024 ?????No free pass...Will have to fight PRIMARIES...And there will be familiar faces...Pompeo, Pence, Haley, Carson among others...WHO WERE IN HIS ADMINSTRATIONKey lines in the primary...If America wanted you...They would have given you second term in 2020...NOW JUST GO AWAYDoubt he makes it even to GOPher nomination",0.4295
515,"So, per Mark Esper...A majority of the 2,000 ventilators that DoD was ""sending""...Are actually on USS Comfort and USS MercyBUT WAIT...These ships are for non-corona patients...So hospitals have space for corona patients...In New York and LA areasWhat if this was a REAL WAR (though in many ways it is)...Would Esper dispatch our forces to where...They are NOT neededMISSION UNACCOMPLISHED aka SCREWED-UP",-0.4981
516,"If 215 is broken, the elevator down doesn't stop until 185.",-0.5247
517,GS Acquisition Holdings files for initial public offering 690m? how can Goldman charge so much?,0.4562
518,US cannot afford forty billion for Israel. Monies needed on the home front,0.1698
519,The renewal of coronavirus 'updates'...Will be nothing more than...More political electioneering from DonnieFew will watch today (out of curiosity)And even fewer next timeJust another Tulsa campaign eventAT TAXPAYER EXPENSE,0.0104
520,"GS will soon be trading at higher, don't go by bashers and shorts. Hedgies are playing games, these big institutions will cover soon as smart money is going to buy in huge quantities anytime at these levels. You will see a big shorts squeeze happening sooner than most of us think on this board.",0.9052
521,"TRUE??????????? WorldIsraeli filmmaker Gitai raps Israel in 'Letter to A Friend in Gaza'Reuters By Robin Pomeroy,Reuters 5 hours ago . Reactions Reblog on Tumblr Share Tweet Email The 75th Venice International Film Festival - Photocall for the films ""A Letter To A Friend In Gaza"" and ""A Tramway In Jerusalem"" out of competition - Venice, Italy, September 3, 2018. Director Amos Giral and actors Keren Mor, Yuval Scharf, Yael Abecassis Maisa Adb Elhadi. REUTERS/Tony Gentile By Robin PomeroyVENICE, Italy (Reuters) - Amos Gitai's ""Letter to A Friend in Gaza"" offers unflinching criticism of Israel's blockade of Gaza and its lethal response to Palestinian protesters, in which the filmmaker asks fellow Israelis to examine their conscience.In the non-fiction short, which premiered at the Venice Film Festival this week, Israeli and Palestinian actors read out stories and poetry, including a piece by journalist Amira Hass published in Haaretz called: ""'I Was Just Following Orders': What Will You Tell Your Children?""""It's a very strong text,"" Gitai told Reuters in an interview.""This is a piece that she wrote to the Israelis, wanting them to be aware of what is happening a very few kilometers from their border where there are 2 million people kind of caged in Gaza.""Gitai denied that the film drew any comparison to #$%$ Germany, where people who committed crimes against humanity often justified their actions as only ""following orders"".""Amira Hass doesn't make the comparison, you're making it, it?s in your mind, maybe it was in her mind,"" Gitai said.",0.9788
