,Recent headlines and conversations for BA,Polarity
638,"American Airlines’ Boeing 737 MAX 8s are mainly used at its Miami hub. Now, the number of MAX seats from the airport has already exceeded the maximum recorded before the grounding. Some 45 routes are currently scheduled, with La Guardia number one. However, the outlook is far from clear, as very few MAX flights have been filed from June onwards.",0.2196
639,Odd Mexico has voter ID even pictures but US wants Fraud. Ballots with no signature verification obviously leads to fraud,-0.8814
640,Airline travel is increasing much faster now. Any less than $350 is way too undervalued.,-0.0061
641,$300 within 28 days.,0.0172
642,Wow!!!’ On options Friday no less!,-0.4591
643,Increase in number of ppl flying mainly due to all the illegals coming through border illegally..The housing shortage is due to increase in immigration. Plus you got the illegals.,0.7503
644,I held onto my shared because I was keying off the guidance. Seems like this is not working. I should not be down this much cash on BA this morning,0.6906
645,"Next election the president of China will be elected. Learned that China invested $800,000,000 in the Dominion voting machines.",0.3288
646,Imagine betting on the stock price of a company to go down. Takes a special type of person to bet on people/company losing wealth. Shorts get no sympathy. Let's go BA.,0.7496
647,"Travel Demand, hop on board the BA train!",0.3254
648,interesting to see if powell can calm the markets.,0.622
649,The Wall Street Journal:The U.S. Travel Surge Isn’t Coming—It’s Herehttps://www.wsj.com/articles/the-u-s-travel-surge-isnt-comingits-here-11621429908,0.0655
650,Flights here!!! Flights there!!! Flights everywhere!!! TravelWar is booking the flights for YOLO madness... #AAL #UAL #BA #LUV #JBLU #DAL #JETS #MESA #ALK #SKYW #HA #^DJI #^IXIC,0.6614
651,https://www.aero-mag.com/boeing-787-dreamliner-lufthansa-04052021/,0.0
652,Ok Jeanne...$350 it is.I'm gonna follow your lead !I like your style more than all these other so called experts.,0.6608
653,Boeing can't seem to catch a break. Dubai just ordered 15 Max planes. Question of time before 100s are ordered around the world,-0.5263
654,You can't fight the RETURN OF MASS VOLUME TRAVEL!!!!!!!Buy now and you will see $400 by New Years Eve.,0.6849
655,"""More Boeing board members including Kellner should get boot, Glass Lewis says""",0.2394
656,https://www.cnbc.com/2021/03/18/federal-reserve-inflation-policy-cues-a-run-up-in-treasury-yields.html,0.0
657,takes weeks to gain what it loses in 25 minutes...LOL!,0.3365
658,If you listen to the SPR call you will be buying BA down here as recovery is starting and will ramp up later in the year. BA is a gift here.,0.8629
659,"Southwest also confirmed to Forbes that its fleet comprises more than 700 Boeing 737s, but that it only has up to 15 737 MAX 8 aircraft scheduled to fly each day",0.4202
660,How much money this welfare company going to loooooooose this quarter ? How much discount they are giving to airlines to buy problem aircrafts ? I heard 60% and the rest is financed by Boeing credit.,0.8754
661,MS keeping mum on secondary share offers-Anonymous source is not adding to the rumors of timing of secondary offers or the term of it! Likely at $190 per share,0.7223
662,"DUBLIN, April 7, 2021 /PRNewswire/ -- AerCap Holdings N.V. (""AerCap"") (NYSE: AER) has announced its major business transactions during the first quarter 2021:Signed lease agreements for 60 aircraft, including 28 widebody aircraft and 32 narrowbody aircraft.Purchased 1 aircraft, 1 Embraer E2.Executed sale transactions for 9 aircraft, including 2 Airbus A320 Family aircraft, 1 Airbus A330, 2 Boeing 737NGs, 1 Boeing 787-8 and 3 Boeing 767-300ERs from AerCap's owned portfolio.Issued $1 billion of 5-year senior unsecured notes with a 1.75% coupon.Entered into a definitive agreement with General Electric (NYSE:GE) under which AerCap will acquire 100% of GE Capital Aviation Services (""GECAS""), a GE business, as previously announced. Entered into a bridge credit agreement, term loan agreement and revolving credit agreement for an aggregate amount of $28.4 billion associated with the acquisition of GECAS.About AerCap",0.957
663,"March delivery numbers today, boy it is going to be a great end of the day!",0.885
664,https://www.seattletimes.com/business/boeing-aerospace/new-electrical-flaw-grounds-more-than-60-737-maxs-adding-to-boeings-woes/,0.0
665,I’m losing my confidence in Boeing as they are going woke. Companies should only hire qualified employees not their skin colors.,0.6975
666,"$257-$260 early next week, and then Earnings! $290.",0.1939
667,"Next week it will touch $240. Investors will sell the news on earnings day, and BA will keep drifting in the range of $230-240 until the second half of 2022. At which time it will start ascending to 300-350.",-0.0715
668,The wiring problem how many flying need fixed how deep in production before the repairs ?,-0.4
669,"by coincident I sold 40% of my shares after mkt, gives me more options with the news",0.3109
670,Could flirt with $230 tomorrow,0.0336
671,"the pump gets dumped...for now, watch ba go back to 240+ next week, ba probably resumes getting pumped tomorrow(friday)",0.3189
672,"March 18 (Reuters) - NASA on Thursday completed an eight-minute test of engines on a Boeing-built rocket BA.N for Artemis missions that aim to return U.S. astronauts to the moon by 2024, more than half a century since the last lunar walk.",0.0763
673,"Michigan's Covid-19 crisis could be a sign of what's to come for the US, expert says https://www.cnn.com/2021/04/12/health/us-coronavirus-monday/index.html",-0.5127
674,Oversold and primed for liftoff!,0.6351
675,"sellers are not weak hands in BA. They are profit takers and the buyers will outnumber sellers over the next 3 months. IMO. then in August September, we push higher again. I sold off GE and others and nearly everything is in BA now.",0.2234
676,Boeing Co (NYSE: BA) shares are trading lower by 1.5% Friday after Reuters reported that inspections revealed a wider electrical grounding problem than what was initially thought in parts of some Boeing 737 MAX jets.,-0.4201
677,"$GOOG $BA $WIMI Although the investment market is full of dynamic changes and has uncertainty, we should do more in the calculation of the limited risk they can bear to seek the high certainty of the opportunity",0.7387
678,Covid dropped hard!!!Back to $250 this week. Way too undervalued.,-0.3681
679,You can't fight the increased travel. Watch this stock grow over the next 90 days. You are going to wish you bought at this rock bottom price.,0.8666
680,ReutersXiamen Air starts modification on grounded Boeing 737 MAXhttps://finance.yahoo.com/news/xiamen-air-starts-modification-grounded-113053568.html,-0.1036
681,back to March 9th starting point 224 to 278.13 and Back Full Round tripper!!LOL sukers got pumped big time!!,0.6343
682,"We have adversaries trying to disrupt our infrastructure. BA is integral part of our infrastructure, taking people and goods wherever they need to go!",0.1548
683,"So COVID recovery is in full swing, 737 Max is certified, deliveries are being made and the stock is only at 238ish? What a joke! Totally Manipulated by the big guys!",0.6919
684,Faa approved 737 max 8200 now we can start delivery to Ryanair another great news tomorrow we spike to new high,0.9317
685,"OMG, I am so scared- CEO warned that plane deliveries have been light in April due to electrical issues still plaguing MAX 737!",-0.6644
686,Everything just indicates that this is ready to explode. May need to wait just a little bit longer (July) but this things looks good!,0.8389
687,"Hedge Funds are out in force this morning, dropping the price so they can cover at a lower price.Hold tight to your shares we will close at 255 or higher.",0.2127
688,"Orders, backlog, and deliveries:https://public.tableau.com/shared/ZHK5PBW84?:toolbar=n&:display_count=y&:origin=viz_share_link&:embed=y",0.4737
689,Go BA . Yeah. Getting yesterday’s loses back..... I think.Great company. BA rules.,0.0275
690,Maryland AG to review all death reports produced by former medical examiner David Fowler who testified Chauvin did not kill George Floyd. “His testimony and conclusions were so outside the bounds of accepted forensic practice that all his previous work should come into question.”,-0.2026
691,$390 by Labor Day!,-0.2663
692,"A couple of stocks stood out in the Dow's surge past 35,000. Both Caterpillar (NYSE:CAT) and Boeing (NYSE:BA) have been through tough times over the past year, but hopes for an economic rebound have investors more optimistic than ever about their prospects to bounce back and be strong performers not just in the near term, but well into the future. Below, we'll look more closely at how they contributed to the Dow's impressive gains on Monday morning.",0.9827
693,The market is upside down. Nothing makes any sense. Time to get out. This administration is extremely depressing.,-0.1249
694,"I bought at this price a month or so ago. Sold it at 259. Didn't expect it to drop down this far. but all my money is somewhere else so I can't buy this back. If I had money, I would buy BA at this point. It's a steal.",-0.6833
695,"$9 in one week on a $253 stock. lol, you shorts work cheap.",0.8179
696,Breaking “ US travel ban to be extended till end of summer in the wake of new surge in COVID cases around the world”,-0.5658
