,Recent headlines and conversations for COST,Polarity
1535,no Santa Claus rally this year,-0.4006
1536,LakeErieMonster muted me,0.4857
1537,Rising fast. $350 by next Fri.,0.5393
1538,were there significant changes in costcos operating cash and if so why,0.2246
1539,Costco will go to 270 when Trump has his coronary. Hopefully very soon.,0.3478
1540,POWELL better have something good to say about rate cuts.,0.6556
1541,"after the big pullback, costco is to stage a comeback...jump on the train now!",0.1769
1542,Buy on weakness220.00-226.00,0.1596
1543,Big deal... will be up next week... then some. Specially with holidays and massive expansion soon to come.,0.7901
1544,"Analyst Actions: UBS Adjusts Costco Wholesale's Price Target to $415 From $390, Citing 'Solid Growth Prospects;' Buy Rating KeptMT NEWSWIRES 10:21 AM ET 12/11/2020",0.5425
1545,"Charlie's favouriteAn interesting side note is that Charlie Munger (Trades, Portfolio) is on the board of directors for Costco (and has been since 1997), and owns over 180,000 shares in the company. While this is not a reason to buy a stock (always do your own research and never blindly follow anyone, regardless of their track record) it makes sense that Munger would like Costco -- it is mature businesses with great customer loyalty and very sensible management.",0.9712
1546,"IMHO, from a purely technical perspective, Costco is quite oversold on the daily and weekly charts and, given Friday's price action, the stock seems to have found a bottom at $307 and it is expected to bounce to $330 in the short term. Trading in the range of $310 to $320 or so meanwhile is a natural base building action. Good luck to all.",0.7875
1547,Can’t stop this juggernaut. Costco. 4 life,-0.0861
1548,COST reached an all time high at 287.16,0.1463
1549,"Costco is the king of retail, and in that space, its growth has been phenomenal.They haven't even scratched the surface yet on the online world, when that would happen, combined with retail, Costco would do wonders.",0.5062
1550,Fed cuts interest and the market tanks. WOW,0.6592
1551,"Know what you own...from the earnings callThere were eight net new openings in Q1, so we're eight year-to-date. In the second half of the fiscal year, but this quarter, in the fourth fiscal quarter, we plan to open 13 more net new units. Five of those will be in the U.S., three will be in Canada, and five will be in overseas.",0.2562
1552,"I am tired of losing on Costco,,,is it doomed,",-0.8622
1553,"Best retail stock in the market, will continue to grow as it offers great prices and services providing customers complete satisfaction.",0.8951
1554,"Buy on weakness.................... COST is way undervalued here. nothing has changed here with this company, great value , expansion, and growth!",0.9163
1555,where's doctor_lose_money at?,-0.0068
1556,"Newer PT raises from a couple days ago:: ALL GOOD GOING FORWARD JPMorgan Raises Costco Wholesale's Price Target to $330 From $271, Reiterates Overweight Rating UBS Lifts Costco Wholesale's Price Target to $335 From $280, Reiterates Buy Rating",0.5046
1557,Costco dissapoints !,0.0
1558,Look for379-383.00 soonbetter cover shorties........................,-0.1332
1559,314-318.00 possible here.better cover shorties.,-0.1025
1560,POSITIVE THINKING: RISE RISE RISE RISE RISE RISE RISE,0.4298
1561,Cramer just said buy COSTCO,0.2822
1562,costco has been playing with my feels,0.2799
1563,COST is hugely undervalued:Target $450!,-0.2594
1564,"Amazon is only good for buying worthless riffraff like USB cables and Cellphone Cases and textbooks that you don't need to see in person before buying. I hate the packaging. Amazon is a huge garbage generator. Costco is lot greener. They even cutup old boxes so people can carry stuff in it. Love Costco. Going there tomorrow early morning before parking lot gets full. Next to Disneyland, Costco my magic kingdom..",0.9491
1565,how could this go.anywhere but down?,-0.3031
1566,The price needs to drop so I can buy deeps.,-0.0654
1567,"Anybody buying Costco stock up here? I see line ups in my local one, literally to the block. I also like their fundamentals. $152.7 billion in 2019 sales and 13% dividend growth annualized over the last 5 years. 0.84% dividend yield is kinda low, but the growth makes up for it.Taking the 72 rule, this dividend would double in the next 5 years if it stays at this rate of growth. Also, Costco's dividend payout ratio is just 30%, leaving lots of room for growth.It is featured as one of the best dividend stocks according to this article https://dividendscholar.com/best-dividend-stocks-to-buy-now in line with other companies like Starbucks, Sherwin-Williams Co., Nike, S&P Global Inc., Honeywell and Visa.",0.9925
1568,you can't buy gas at amazon and eat food court pizza and u can't get organic bananas at amazon or fresh baked pies and cakes. Even if you could who would want to??,0.8128
1569,303.00 and moving,0.3876
1570,LOOK for theSILLY DIPS as an opportunity again.,0.2745
1571,eps 2.69 wooow,0.0
1572,I assume many short term investors are selling at the open to collect Special Dividend?This causing share price to fall early this morning?,-0.3749
1573,"To me still better than savings acct.And definitely not looooosing, I love shopping at Costco. But I really misses those small samples.",0.9143
1574,behave kids!,-0.0818
1575,A Dollar Rising Into a Possible U.S. Recession Could Be a Bad Omenhttps://www.bloomberg.com/news/articles/2019-08-27/dollar-rising-into-a-possible-u-s-recession-could-be-a-bad-omen?srnd=premium,-0.6473
1576,"Unless you are a very experienced equities trader (and people normally on these boards are not), Costco is not a stock to be traded. The vast majority of you should simply be buying small amounts every month and stop looking at the price.",0.5054
1577,BIG BUY........,0.1166
1578,can't hold a gain...costco used to be up everyday..or at least 3 days a week,0.2075
1579,Hey SF- How much did you take in the shorts today? I’m thinking it was a bundle. Chuckle head....￼,0.8746
1580,Nibble nibble.,0.3642
1581,https://www.youtube.com/watch?v=JhVkMWJyhK4,0.0
1582,up it goes,0.1943
1583,"With gasoline prices going higher, COSTCO margins and profits surge to new records",0.659
1584,short COST on Monday - their stupid online system down now! I am amazed,-0.7012
1585,"A bunch of shorts spewing lies! sure Costco isn't busy in these trying times, sure food and regular nessesities aren't in major demand.Dont be fooled this stock is a powerhouse right now, feeding the American as well as Chinese in a major crisis. very bullish on this one at least until this virus is over.",0.5221
1586,an hour ago this was dipping into the green...now look at it...earnings must have leaked,-0.3417
1587,"Come on 189, I know u can get there",0.2226
1588,#WINNING,0.0
1589,gawd...this was up like $3 just an hour ago,0.5996
1590,If this closes at $160 or above then I will eat a hat,0.3579
1591,COST should never be less than AMZN,-0.0394
1592,Overpay the workers = increase in ur membership fees,0.3883
1593,"COST became a low volume trade, not sure why",0.1361
1594,"Average Costco memberships per store is 68,000 For just the new China store they already have 200,000 members.",0.6341
1595,COST reached an all time high at 296.38,0.1463
1596,New Seeking Alpha Post: https://seekingalpha.com/instablog/15663412-joe_retail/5218661-betting-earnings-pop-costco-week,0.1978
1597,Costco Annual Report https://sec.report/Document/0000909832-19-000019/,0.4479
1598,Bahahaha NOW cramer says buy costco LOL,0.726
1599,215 by the end of the day,-0.0185
1600,"Weak hands selling and who would be doing the buying, the same who highlight material weakness in what?",-0.1902
1601,Need volume to be higher to confirm a bottom. Volume is way toooooo low.,-0.1773
1602,Any dips here is a BUY opportunity !,0.6455
1603,Look like lot of Stop Loss is kicking in AH. I see no problem with earning. How many business can dream of that revenue number. It's BILLIONS not millions. IMHO,-0.4057
1604,down $20 tomorrow,-0.2398
1605,"why are people buying call options for the 160 for next week,, its not running,,fools",0.4563
1606,Should I still buy at this price? Or wait for drop?,0.2559
1607,Chart is looking good,0.5438
1608,"Honestly, my family has been spending very minimally at Costco this month.",0.484
1609,356.00-357.00waiting.....................................................,0.0
1610,"Costco Wholesale (COST) stock (COST) is ticking up Friday, helped by an upgrade from Gordon Haskett, which sees several catalysts for the discount retailer, including pending earnings that could surprise on the upside.The back story. Costco stock is up more than 41% year-to-date, while the S&P 500 has climbed around 20%. The company is expanding overseas and seeing strong sales trends, and many expect it to soon pay a special dividend.That's allowed the shares to largely sidestep the pressures facing peers, including an ongoing trade war and increasing competition from e-commerce.What's new. On Friday, Gordon Haskett analyst Chuck Grom boosted his rating on Costco to Accumulate from Hold, raising his price target to $330 from $255.",0.9665
