,Recent headlines and conversations for COST,Polarity
1592,Who says COST isn't poised for potentially massive upward movement? Not sure how awesomeSTO-CKS finds all these incredible trade ideas but im happy.,0.8693
1593,happy I sold yesterday and rolled everything into tesla....look at tesla,0.5823
1594,Any ideas why the stock is down $9+ as of 8:45 PT?,-0.1993
1595,COST is going to beat. People were rushing to Costco because they thought it was going to be the end of the world.,-0.04
1596,its Friday...that means costco sell off day,0.1478
1597,boyah....costco is the best... up big tommorow,0.1684
1598,no company in the world can bet Costco's return policy. I watched a guy returned an old suitcase he bought 8 years ago and got full refund. beat that Amazon.,0.4501
1599,just got back from costco in Danbury ; the lot is full crazy shopping long queues ; the workers are so fast and my favorite is the 1.50 hot dog and soda i love it,0.9367
1600,I COVERED YESTERDAY////PEOPLE PUT STOP LOSS AND BROKERS CAN SEE AND BRING DOWN TO TAKE SHARES THEN NEXT DAY THEY TAKE IT UP,-0.2979
1601,Getting near 52week high,0.3599
1602,Not a lot but added 15 more. Great numbers coming in Jan.,0.8226
1603,if AMZN and WMT dissapointed with their earnings why would this stock be the exception? I am not buying pre earnings.,0.7401
1604,another day for this pos stock. going under 160,0.2547
1605,"Market is rising, lots of green. DOW up, Jobs report ok. 4 analyst upgrades. Stock is recovering from ER. 295 today",0.9201
1606,Nonsense reaction to earnings. lol,0.0442
1607,good company. but not worth buying the stock 33 times earnings.,0.8413
1608,"Moody's article out stating amazon actually weaker than Costco, walmart even best buy. Amazon while dominant in e-commerce, e-commerce only is 10% of retail. and their growth has been at the expense of profit. a good read.",0.9539
1609,The stimulus is gonna go into retails A LOT,-0.3072
1610,"JUST BUY IT, I HAVE NO DOUBT THAT COST WILL NOT GO DOWN TO THE TOILET.",-0.7049
1611,"i would sell for $220 at end of day, not a penny less",0.253
1612,"CostcoFor RBC Capital’s Scot Ciccarelli, Costco is a top pick in the retail space. On December 14, he maintained a Buy rating as well as a $439 price target (20% upside potential).According to Ciccarelli, “Costco just keeps doing it what it does best,” which is delivering strong sales growth and good margin performance. In its most recent quarter, the company posted comp growth of 17.1%, enabling it to generate strong leverage in fiscal Q1 2021, in the analyst’s opinion. E-commerce sales surged 86% and now account for roughly 7% of total sales.Even though U.S. comps moderated, Ciccarelli argues “this modest deceleration seemed to be driven by pull forward activity and… more aggressive Black Friday promotions starting as early as late-October from some competitors.” On top of this, gross margins reached 13.3% thanks to efficiency gains, labor productivity and significantly lower product spoilage in fresh foods.What’s more, Ciccarelli points out that Costco has the strongest buying power in the retail space because it concentrates all of its scale on a small group of SKUs, while its bigger competitors spread their buying power across millions of SKUs. Additionally, he thinks it has the lowest markup in the industry.“We believe this combination creates extremely compelling value for their members. As a result, while Costco has indeed benefitted from accelerated shopping activity as more consumer dollars are directed towards goods rather than services/experiences (what we call the Retail Lift), we believe Costco is extremely well positioned regardless of broader economic trends in 2021,” Ciccarelli opined.",0.995
1613,At least 240 tomorrow,-0.0188
1614,"The stock is clearly holding the $150 resistance level, time to get back in and ride it back up to $180!!",0.9057
1615,Costco Wholesale reached an all time high at 355.09,0.6874
1616,"I think even if they beat earnings, the stock will tank because we are in a bear market.",-0.2996
1617,Yesterday we also announced a material weakness concerning some aspects of our information systems. It relates to internal (employee and contractor) user access and the way that new or revised programs get put into operation. One example: sometimes IS people who changed jobs or positions did not have their access permissions updated quickly enough. We should have done a better job and have already begun remediation efforts. These issues did not result in mistakes in our financial statements. if anyone needed clarification from costco ceo,0.547
1618,The street is looking post virus in which shoppers back to their normal shopping behaviors and stock is too expensive.I don't buy it and see earning beating street expectations on May 28.,0.6971
1619,is this really going to break through 300?,-0.2468
1620,let's get that $20 spike,0.1167
1621,Wish COST would stop teasing me and just go up to $200 already.,0.2964
1622,let's have another $20 spike,0.1701
1623,March sales were stellar! $18 billion in sales in four weeks! That's like $600 million a day in volume. Think about that for a minute.,0.6558
1624,https://www.google.com/amp/s/seekingalpha.com/amp/article/4292577-costco-strong-buy-ahead-earnings,0.0
1625,Here we go ! NY Post WH says to avoid grocery stores for next two weeks !https://nypost.com/2020/04/05/white-house-americans-should-avoid-grocery-stores-as-coronavirus-hits-apex/,0.2644
1626,"COST gives special dividend every 2-3 years, the last one was in 2017, so they are already overdue.",0.3203
1627,wait forCAPITULATION...........................only then start some buying........................,0.2257
1628,Up $50 a share from it's March lows. Hilarious! Why then did it drop so much from it's 52 week in December lol? I knew it would bounce back ,0.7834
1629,"not bad earnings but I would not buy at this price, pe of 25 seems great -> 260$",0.8423
1630,I am assuming that the contracted GDP is hurting certain sectors such as consumer staples and not others. Rotation is into growth stocks and financials. Puzzling to say the least how the market perceives.,-0.0156
1631,"The timing is the issue here... even if they beat earnings, the market looks to be smack dab in the middle of a correction. Even if this goes up AH, next week is going to be bloody as hell... Any jump in share price should be sold immediately tomorrow morning.",0.4649
1632,"If Costco stock does not do well in the long term, America is in a world of hurt. Great business modeland they have what everyone needs----- food! I truly believe in this company and will stay the course.I have to say the stock is acting very strange in the last couple of weeks. See what earnings say. Shouldbe an outstanding quarter even with Covid!",0.9381
1633,Virus or no virus people still need FOOD !,0.5267
1634,Scooped a few shares today,0.3797
1635,"Thank you for the280.0""s",0.429
1636,This stock is a dog. I am buying 100 more shares.,0.6527
1637,"Never again investing my money in this even though I made some money today , better off buying target",0.7488
1638,"Will jump back in when it’s about $180. Still not a bargain. If you want 10% in short-term, jump in now. Wait is the only way to make money.",0.7574
1639,ISS - EVA upgrades COSTCO WHOLESALE CORPORATION from HOLD to OVERWEIGHT.BY Investars Analyst Actions - public— 3:10 AM ET 05/29/2020,0.7054
1640,up 18%?? Amazing!! I think we can count on being down $10 a share if history repeats.,0.8122
1641,"Same store sales missed consensus by some 21 million. Parking lot didn’t look good last night and consumers are postponing large ticket items, buying the more necessary items and presents for families. When homebuyers don’t buy a new house they don’t buy furniture, appliances, and new things to put into the garage. It just stands to reason.",0.7393
1642,Apple stores closed world wide however Apple phone still available at Costco. . 90 days refund policy here,-0.1293
1643,"I didn't feel comfortable holding my TD Ameritrade position (short term = day trading) after the earnings, so I sold at $290 today.However, I held on to my larger position in Fidelity which I think will be fine long term. I'm eyeing TGT as well with a 2.7% yield.",0.482
