,Recent headlines and conversations for CSCO,Polarity
1400,Border was under control during the last administration. What happened?,-0.0399
1401,"Joe spoke at Robert Byrd's funeral, a Kay Kay Kay member.",0.5144
1402,Man Who Has Been In Government For Nearly 50 Years Promises To Fix Government,0.2704
1403,Great.,0.6249
1404,"if you are in this for 3% great, but this hits mid to high 50's I say sell",0.7064
1405,About 90% of homes have internetthe other 10% probably don't even want itreaching saturation,0.2298
1406,"Basement perv Wreekie posts hate about Trump in the New Year. Dame ad last year, and the year before.",-0.4977
1407,New Dow highs!,0.1625
1408,"February Jobs Report Comes in Huge: 313,000 Jobs AddedTHANK YOU PRESIDENT TRUMP FOR MAKING AMERICA GREAT AGAIN !!!",0.8227
1409,Gold is coming down Nicely.,0.2206
1410,America is a diverse nation.This is a fact and cannot be pretended away.I love America - you?,0.6992
1411,headed south,-0.6307
1412,Even oil stocks are crashing even though gas prices are at a 12 month high!,0.2736
1413,lest we forget thomASS posted for a woman on stock msg board for 3 monthsthis br0ad is strange,0.0962
1414,"CISCO SYSTEMS... + AABB = TRIPLE YOUR GAIN$...................... "" newschain asia broadband "" @*@)Top Stocks in 2021.....Add Another Strong New Tech.",0.8029
1415,"poor mares - says you know I am right:Every day - Dow Down 500?!? for 2 years. - Record high dowTrump in jail - Trump Free and Clear.Down 15,000 - Again Record High for DowKavanaugh will never be confirmed. - Vote Next Week.World War 3 Because of North Korea! - North and South Korea Truce,and End Of War.North Korea Will Bomb the US! - North Korea Denuclearizing.",0.6771
1416,Made In China $1.03 cost . $35 sell no tariffs ::https://pbs.twimg.com/media/EELtb-9UUAQXYzJ?format=jpg&name=small,-0.0023
1417,"don't go short the nasdaq, lmao we're only down 500 points since the pumper made that great call now she will delete this post",0.8955
1418,Mares refers to POTUS as Bam Bam. So does Mares' mother. Cheers.,0.7949
1419,Those who don’t need the 1400 will save it ( will not help economy)Those who do need the 1400 will blow it on drugs and alcohol ( will not help the economy) This is a sad fact,0.7424
1420,Entire Staff of Nevada Democratic Party Quits After Socialists Take Over. Can you say REVOLUTION?,0.6322
1421,any one see surfer's post that the most seats the republicans would lose in the house would be 8.... then he went on to say how the republicans would retain control of the house...wow.. so much for a stopped watch theory,-0.2351
1422,Sanders threatens to stall package!!!!!,-0.6794
1423,"No one left to employ in Trump's superb economy, all have jobs except the low IQ cheese welchers.",0.0127
1424,low life Dem lawmaker caught tipping off illegals about ICE lock the qont up better than that deport her with her illegal pals godam Massholes a plague on the northeast,0.0251
1425,It's very profitable shorting Joes stock market. lolz.,0.8062
1426,Fed is printing money like it's toilet paper.,-0.0064
1427,If stairway to heaven is real Joes in trouble Snicker,0.1057
1428,Widespread coronavirus testing could weeks awayhttps://www.politico.com/news/2020/03/03/widespread-coronavirus-testing-weeks-away-119846,-0.0457
1429,Nobody would play with Roger when he was a kid.,0.6863
1430,It was a huge Legislative Win for President Biden and the American People.,0.7378
1431,"Don?t worry guys, it#$%$ 40 by the end of the week!",-0.5079
1432,Dey all worships dey tar idol!!! UH HUH!,-0.523
1433,"fredomares in libworld:Hillary Clinton has widened her lead over Donald Trump, polling 14 percentage points ahead nationally, according to a new Associated Press-GfK poll, which comes 12 days before the presidential election.Conducted after the final presidential debate, the poll finds the Democratic nominee leads Trump among likely voters 51% to 37%, a significant lead over the Republican candidate.According to the poll, Clinton has support of 90% of likely Democratic voters, as well as support from 15% of moderate Republicans. Of the Republicans surveyed, 79% said they would vote for Trump.",0.8982
1434,Must be waiting for DNC talking points.,0.236
1435,I will have to put the failed futures trader on ignoreHe has split with reality,-0.4918
1436,At 12 noon all references to ‘Global Warming ’was deleted from the White House website.The hoax is trashed.,-0.1071
1437,What will the unemployment number be?,-0.4311
1438,Many people say we will see Dow 40K by July 4th.,-0.0097
1439,The fact the Russians have given Trump billions of dollars is a violation of the emoluments clause. But that constitution thing is only for black presidents. trump confirms the constitution is just a gxddamn piece of paper,0.0838
1440,Joe is being quite fair actually. He is destroying Libtirds wealth equally as much as Conservatives wealth.,0.87
1441,Joe said you need an Indian accent to work in a 7 11. Joe is racist.,0.5781
1442,"INSUARANCE PREMIUMS IM SURE ARE SET TO SOAR FROM THESE ANIMALS, THEY DONT PAY FOR INSIRANCE ANYWAYS.",0.7308
1443,Iran crying “We do not seek escalation or war “They fear the chosen one MAGA,-0.8239
1444,that was some 45 minutesshe proved that my man love is a really good leader and boss,0.8905
1445,"mars10 minutes agoSlappy, how many points up or down are teh trump markets since January 2018?As long as you know how to trade the market long and short WHO CARES if it’s up or down MAGA",0.8336
1446,You guys don’t worry about your 401kJoe is going to get you quality jobs stocking Walmart shelves,0.083
1447,"SAMTASTIC HUGE NEWSA recent Rasmussen Reports poll showed African-American approval of Trump at 36 percent. Even 20 percent African-American support for Trump would all but dismantle Democratic Party presidential hopes for 2020. Hillary Clinton lost the 2016 election with 88 percent of the black vote. IF RASMUSSEN SAYS 36 ITS MUCH HIGHER TEAM, WE KNOW TRUMP NEVER GETS THE BENEFIT OF THE DOUBT IN POLLS. LETS GO !!",0.9752
1448,Who buys that Biden's son hunter was a legitimate businessman in the Ukraine? GIVE ME A BREAK!,0.2695
1449,LOL!!!!!!!!!Kayleigh uses Mail In Voting19 minutes ago$CSCO conversationboard clearedbe back in 45out for a run Post 3 and 9 minutes later.LOL!!!!!!!!!!!!!!,0.4876
1450,"Looks like mario's break is over, back to assembling sausage egg mcmuffins.",0.0313
1451,dow going down faster than RWP in the back room of hitz local adult book store,-0.0105
1452,nasdaq will be red in 5 minutes great recovery,0.4973
1453,"Newsroom employment has dropped by 25 percent in last decade: analysisJob losses at newspapers is the driving force behind an overall continued decline in newsroom employment, according to an analysis of new survey data released by the Pew Research Center on Tuesday. The data, collected by the Bureau of Labor Statistics, shows that from 2008 to 2018, newsroom employment in the U.S. was cut by 25 percent. The overall number of employees in newspaper, radio, broadcast television, cable and other information declined from about 114,000 in 2008 to 86,000 in 2018.The newspaper sector saw the biggest drop in employees. In 2008, there were approximately 71,000 employees working at U.S. newspapers. In 2018, that number was just 38,000, a decrease of 47 percent-------------------------------------------------------one of the biggest problems with newspapers is that they print them in English....",-0.6691
1454,"Whatch ya gonna do, whatcha gonna do, when they come for you? You best be behaving.",0.7618
1455,couldn't even close on the highs joe is a failure loved by broke failures,-0.0548
1456,He was kept in the dark. He couldn’t be trusted to not blab. https://mobile.twitter.com/PeteSouza/status/1188471757579194371,0.2939
1457,Demtirds really spreading the fertilizer with their Non COVID Relief Bill. Impeach the entire Party!,0.8151
1458,Not even the fed has the power to save another failing demtard market,0.4678
1459,another nice move for csco stock thank you Joe,0.8933
1460,Let’s hope Plugs picks Manchelle for VP. Would love to watch them both go down the shlitter.,0.8369
1461,You guys ever watch avengers infinity war ??? Awesome movie It’s already happening for real under Joes leadership Get ready,0.7114
1462,Hot Pockets Corn Pops and Dona;'s Magic Wand lol,0.5365
1463,Face recognition being what it ishow about spreading the damages amongst all those who participated?,-0.4442
1464,"The cost of food stamps under Obama rose from an average of $3.6 billion per month when he came to office to $6.2 billion per month now, a disproportional increase of 72% compared to the 46% increase in program usage.",0.7239
1465,Where are the investors? All the political sour grapes stuff belongs on Parler.,0.0255
1466,Good thing. Fredo isn’t working the border No telling how he would mentor those young illegals,0.6071
1467,"I thought the trillions in stimulus was going to boost the markets? I guess not, when that money get spent on drugs and spinning rims.",0.4554
1468,RUSSIAN RED,-0.2709
1469,"According to the Dec. 7-10 Target Smart poll, just 24% of 18-25 year-old voters said he deserves to be reelected. 69% said they prefer to give someone new a chance.",0.8176
1470,tom doesnt know that since 911 the speaker of the house third in charge never FLIES ON COMMERCIAL FLIGHTS....IT IS PROTOCOL .... if it jess had a clue ....,-0.1799
1471,How inexpensively could solar panels be made if we used prison labor?ordo you prefer them in there planning more crime and cross dressing?,-0.6022
1472,"By they way James, Wreekie said you are very loose back there.",-0.0515
1473,"""The ABCs Of Corruption""Obama wrote the book and lives by it.",0.0169
1474,"In 2016 Trump turned to Deutsche Bank for another loan and they turned him down. https://nytimes.com/2019/02/02/business/trump-deutsche-bank.html Then the bank sought to limit more of its exposure to Russia by shedding a $600M loan it had with VTB Group, a large Russian state-owned bank.",-0.1557
1475,nasdaq going down faster then kamala at a job interview,-0.3698
1476,China Boasts It Is Getting Rich Selling Syringes to America,0.6707
1477,But I wants to post da pictures!!! DUH!!!,0.8103
1478,"The true soldier fights not because he hates what is in front of him, but because he loves what is behind him.America First Forever!",0.7998
1479,"Coronavirus latest:- 93,017 infected globally; death toll rises to 3,201- Tokyo Olympics postponed- Hong Kong follows Fed cut",-0.8882
